address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
南京西路,上海,上海正贯长虹律师事务所,CZ214412620,律师事务所,2019-07-01 12:49:25,本科,无经验,能熟练操作电脑及Office办公软件，工作细致、认真、有条理、有责任心，办事严谨。行政管理、人力资源管理、法学、财会等专业。,在校实习生,https://jobs.zhaopin.com/CZ214412620J00359465807.htm,招1人,2K-4K
浦江,上海,上海双健药物技术有限公司,CZ195608720,民营,2019-07-01 13:05:37,本科,1-3年,"招聘人数：1人邮箱：hr@Alpharmaca.com工作职责：1.   协助上级主管，与国内外客户建立并维护良好关系；2.   协助从事对外贸易，根据合同准备进出口单据，跟进订单直至完成；3.   协调公司内部资源，持续向前推进项目，及时反馈项目进展；4.   搜集产品的市场信息，根据公司报价原则及时向客户报价；5.  完成上级交办的其它工作。职位要求：1.   化工、药学等相关专业，本科以上学历；2.   知晓国内外药品法规体系,GMP体系；3.   良好的沟通能力和抗压能力，具备良好的客户服务意识，能适应长期出差；4.   英语4级以上，能阅读英语产品说明书及英语技术资料；5.   熟悉办公软件操作，对于医药行业感兴趣，善于通过网络搜索信息和资料；",销售助理,https://jobs.zhaopin.com/CZ195608720J00413583301.htm,招1人,6K-8K
新天地,上海-黄浦区,上海丽兹行房地产经纪有限公司-SH-Y3,CZ418846210D00112983271,民营,2019-07-01 12:57:44,本科,不限,【岗位职责】1.新员工入职，熟悉了解丽兹行国内外产品信息（北京、上海、美国）；2.详细了解客户的核心诉求，与客户面对面沟通，通过Ipad、豪宅APP、720度环景看房等科技软件与营销工具进行产品匹配及全方位作业展示；3.带客户实际看房、讲盘，为客户提供真实客观的商圈楼盘房源基本信息；4.为客户定制个性化数据分析报告，通过市场、商圈、项目等对比分析，为客户提供市场报告与投资建议；5.根据客户需要，为客户提供房产估价方案，通过线上与线下营销方案与活动快速帮助客户实现资产变现与增值；6.进行磋商、商务谈判，促成成交，帮助客户安全高效完成整个交易流程。   【岗位要求】1.21-35周岁，全日制统招本科及以上学历/国外top500留学生，学习能力强；2.具有相应的沟通表达能力，有良好的亲和力；3.对工作热忱认真，注重团队合作；4.理解能力、逻辑能力强；5.工作经验不限，专业不限。  【薪资待遇】1.无责任底薪6000-7000元/月；2.高额提成：佣金5%-68%计提；3.六险一金：养老、失业、医疗、工伤、生育、商业保险，公积金，均缴纳上海本地的；4.随岗培训：集团14年系统化培训，且带薪，一对一师徒辅导；5.多重奖励：新人奖、品质奖、价值范、支持个人及团队、职能嘉奖、破纪录奖；6.海内外任你游：泰山、青岛、杭州、海南、云南、泰国、韩国、马尔代夫.......就等你来！7.重磅奖励：员工父母——北京、上海、青岛、杭州等城市旅游，员工也放假呦！8.迅速积累经验、能力和人脉：零距离对接各行各业大人物，汲取更多成功的经验和人生阅历,销售咨询顾问,https://jobs.zhaopin.com/418846213272945.htm,招20人,6K-11K
虹桥,上海,上海春晖投资发展有限公司,CZ644643320,民营,2019-07-01 13:01:57,本科,5-10年,1.负责结合公司长期与短期发展战略，有方向性的制定与客户长期发展的销售策略。2.负责分析市场行为，洞察客户投资方向和发展规划，规划自己销售方向。3.负责整体计划年度和季度销售目标，进行销售人员和销售区域的划分，并相应的对销售人员匹配销售目标。4.负责自动化设备，模具以及工业自动化解决方案的国内市场推广。5.通过多种渠道开发并直接拜访客户，以保证获得更多询价资源。6.负责投标文件制作，跟踪报价直至合同签订，负责跟踪销售回款。7.负责收集行业，市场，竞争对手和客户的信息，进行分析，过滤和总结，努力获取报价机会和订单。8.完成月度、季度和年度销售数据统计，并通过销售数据得出总结报告。9.具有机械或电气相关专业背景，熟悉自动化行业市场；具备优秀的沟通能力和团队合作精神，以及具备独立开发客户的能力。有一定的英语听说能力水平。,销售经理,https://jobs.zhaopin.com/CZ644643320J00357662505.htm,招1人,10K-15K
浦江,上海,上海双健药物技术有限公司,CZ195608720,民营,2019-07-01 13:05:14,本科,1-3年,"招聘人数：1人邮箱：hr@Alpharmaca.com工作职责：1.负责进口原料药的国内销售工作；2.跟进销售进度，协调配合客户的资料交换和沟通工作；3.建立并完善客户、供应商的数据信息库和档案；职位要求：1.化工、药学等相关专业，本科以上学历；2.两年以上医药行业销售经验或市场工作经验；3.熟悉国内外药品法规体系,GMP体系；4.良好的沟通能力和抗压能力，具备良好的客户服务意识，能适应长期出差；5.英语4级以上，能阅读英语产品说明书及英语技术资料；",原料药销售代表,https://jobs.zhaopin.com/CZ195608720J00413580901.htm,招1人,8K-10K
洋泾,上海,上海新舟教育培训有限公司,CZ240262880,民营,2019-07-01 11:46:35,本科,1-3年,岗位职责：1、负责学前段（或小学段、幼升小）数学思维课程（或语言思维课程）教材、课件的研发工作；2、按时按量完成研发日志、指导用书等课程研发配套内容、资料；3、定期收集一线教师教学过程中对教材使用的反馈意见，进行产品迭代优化；4、协助开展新老师岗位集中培训，一线老师集中备课、教研、培训，及教学比武活动；5、承担少量的课程教学任务，确保高质量的教学服务，并进行产品质量验证；6、根据上级要求，配合开展其他本岗位相关工作。岗位要求：1、本科以上及学前教育相关专业，有课程设计经验或俩年一线教学经验者；普通话标准，仪表仪态端庄，有亲和力；2、具有良好的教师职业操守和服务意识，热爱教育教学工作，热爱学生，为人师表；4、有专研精神，责任心、抗压力强、执行力强。5、优秀教研学历可以是大专。,幼教语文教研主管,https://jobs.zhaopin.com/CZ240262880J00415575701.htm,招2人,8K-15K
中山公园,上海-长宁区,奇迹物联(北京)科技有限公司,CZ810317710,民营,2019-07-01 11:10:20,本科,3-5年,1、负责公司物联网Esim产品以及方案市场推广销售工作；2、能独立开发新的客户资源，与用户建立良好的关系；3、市场信息的收集与分析，客户信息把握和竞争对手分析；4、指导销售开展市场工作；5、负责产品渠道管理工作。任职要求：1、有电子行业技术研发销售3年以上工作经验；2、对市场营销工作有较深认知，有良好的市场判断和开拓能力；3、有较强的销售技巧，技术交流和客户维护能力；4、正直坦诚，敬业、实干，具有良好的沟通与表达能力，高度的责任心及团队合作意识；5、有IC集成电路、物联网通信模块销售经验者优先。我们可以提供给你：1、公司各种福利，团队建设活动，不会让你的业余生活太无聊；2、待遇从优，一切凭工作能力说话；3、友好和谐的工作氛围，没有复杂的办公室政治；4、一个正在快速发展的物联网大平台，丰富的晋升渠道和机会。,销售工程师（物联网方向）,https://jobs.zhaopin.com/CZ810317710J00137907111.htm,招1人,8K-12K
曹路,上海,上海泓智信息科技有限公司,CZ191761020,上市公司,2019-07-01 09:20:03,本科,1-3年,Java，ssm，J2EE1、 2 年以上互联网或 B/S 项目开发经验；2、熟悉 JAVA/J2EE，理解 io、多线程、集合等基础知识，熟悉分布式、缓存、消息等机制；3、 熟练 Spring、Hibernate、JPA 等框架，熟悉 SpringBoot，了解 SpringCloud;4、 熟悉 Oracle 数据库以及优化方法，了解 Mysql、Redis、MongoDB；5、 了解常用 Linux 命令;6、 具有较强的工作责任心和优秀的沟通协调能力；,java开发工程师,https://jobs.zhaopin.com/CC191761023J00305317107.htm,招3人,8K-10K
打浦桥,上海,上海圆缘苑婚姻介绍所黄浦分部,CZ835644170,民营,2019-07-01 00:51:52,本科,1-3年,职位描述：1、日常的人事招聘，招聘压力不大；2、公司员工关怀和节日福利的策划，是工作重点；3、日常公司的微信公众号维护编辑；4、具备美工功底者优先。岗位要求：1、大专以上学历，在互联网公司或大型企业有1年以上工作经验优先；2、创意多，有自己的想法；3、有良好的沟通能力，情商高，有责任心；4、具体待遇面谈，基本上没有加班。上班时间：1、10:00-19:00，做5休2，周六上班，周末周一休息；2、国家法定节假日正常休息。,人事助理,https://jobs.zhaopin.com/CC835644170J00192743402.htm,招1人,6K-7K
田林,上海,上海太尧企业管理中心(有限合伙),CZ712344980,合资,2019-07-01 00:50:54,本科,不限,职位描述: 招聘专员/助理岗位职责：1、现有编制及业务发展需求，协助上级确定招聘目标，汇总岗位需求数目和人员需求数目，制定并执行招聘计划；2、选择并且维护招聘渠道，并拓展新的招聘渠道，发布招聘广告、参加各种招聘会；3、对简历进行分类、筛选，安排聘前测试，确定面试名单，通知应聘者前来面试，对应聘者进行初步面试考核，给出综合评价意见；4、进行薪资谈判、安排候选人入职，以及安排体检；5、候选人进入公司后，对试用期员工进行试用期沟通；6、办理劳动关系中相关手续（报到，转正，调动，离职）。任职资格：1、人力资源管理、心理学、管理学等相关专业优先，本科以上学历；2、对人力资源感兴趣；3、有招聘工作经验，熟悉招聘流程，具有丰富的招聘经验和技巧；4、熟练使用办公软件；熟悉人力资源系统以及了解劳动合同法及相关人事政策法规的优先考虑；5、具备强烈的责任感，事业心，优秀的沟通能力，耐心、细心，以及严谨的逻辑思维能力。,猎头AC+晋升+集团公司,https://jobs.zhaopin.com/CC712344980J00341145803.htm,招5人,6K-12K
