address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
桃浦,上海,北京大华无线电仪器有限责任公司,CZ120979350,国企,2019-07-26 07:57:36,本科,3-5年,"职责描述：1、根据公司的年度KPI目标，制定区域渠道开发策略，在所属区域内开发和维护优秀的代理商,完成指定区域的渠道销售指标。2.、对区域内的重点和目标客户进行开拓，制定开拓方案；3、管理区域内经销商，定期培训经销商的销售人员，包括业务政策、合作流程等知识；对经销商进行绩效评估，能根据经销商的相关数据来对其进行合理的评判。4、负责对渠道经销商进行分级管理，渠道的日常维护、接单、跟进项目、定期与经销商对单等维护工作。5、结合区域内经销商的销售情况，参与市场活动，搜集竞争对手信息，并提供建设性意见，进行有效的渠道改进措施。任职要求：1、大专及以上理工科学历，电子类，仪器类专业优先，3年以上电子设备或者产品方面大客户开发或渠道开发维护经验；2、有团队合作精神，有较强的谈判能力和良好的协调能力；3、有较强的市场分析、推广能力，有分析和解决问题的能力，有丰富的市场以及营销的技巧；4、具有较较强的创新突破能力、较强的人际交往能力，能适应短期出差；",渠道销售经理（上海）,https://jobs.zhaopin.com/CC120979356J00103271812.htm,招1人,6K-8K
颛桥,上海-松江区,德邦物流股份有限公司,CZ156976020,民营,2019-07-26 00:51:15,本科,不限,一、【岗位要求】：1、全日制统招本科学历，20~28岁。2、有较强的抗压能力，沟通能力佳，有上进心。3、认同企业文化及发展方向，愿意从基层开始。4、有优秀学生干部/班干部经历优先。二、【薪资福利】：1、综合工资：月薪5000-8000元，月休6-8天，灵活排班；2、社保、各类带薪休假（法定假日、年假、婚假、产假、陪产假等），提供高于同行业具有竞争力的薪资水平；3、公司99%的管理人员由内部产生，所有员工可以选择管理或专业两条道路发展；4、公司为员工提供各种培训机会，德邦学院根据员工的岗位类别，组织各种业务、工作、能力提升等相关内部培训与户外拓展，如：新员工入职培训，储备经理、高级经理培训、会计培训，专业业技能培训等相关脱产带薪培训。5、入职满1年可享受每月“亲情1+1”（公司补贴100元，员工自己提供100元，每月固定200元打入父母帐户），集体生日等；6、配车福利：公司为每位区域经理级及以上人员配车；三、【晋升机制】：1、管理通道晋升：经理（周期0.6-1年）--高级经理（周期2-3年）--总监（周期3-5年）2、专业通道晋升：专员（周期0.6-1年）--高级专员（周期2-3年）--资深专员（周期3-5年）四、【岗位职责】：【统计分析员】1、对部门的数据进行实时收集、更新、汇总，保证领导及时了解部门最新的各项业务数据；2、根据部门考核指标，跟踪、反馈部门的各项异常数据，从而减少部门异常、降低操作差错率；3、定期对部门的数据进行分析，制定相应的解决方策，为领导的决策提供数据支持；五、【岗位定位】：公司储备管理人员，按照公司的规划和要求，进行部门营销和客户维护活动；配合经理完成部门工作，提升部门收入，完成部门指标，对内营造良好工作氛围，对外展现良好的德邦形象。【温馨提示】：此招聘为公司直招，德邦物流股份有限公司及其下属分公司在招聘过程中不收取任何费用、押金等，敬请各位求职者知晓，以免受骗损失财物。,DPSHN-统计分析员（松江总部）,https://jobs.zhaopin.com/CC156976022J00397983805.htm,招10人,5K-8K
徐泾,上海,德邦物流股份有限公司,CZ156976020,民营,2019-07-26 00:50:27,本科,不限,岗位介绍：1、负责全公司日常会计核算、月度账务处理工作，2、负责全公司财务数据支持及分析工作；3、协助财务总监做好其他公司要求的相关工作。4、合理分摊和计提相关费用，编制相关费用台账，按部门辅助核算编制相关会计凭证。,财务费用核算专员,https://jobs.zhaopin.com/CC156976022J00166698605.htm,招10人,4K-6K
松江工业区,上海-松江区,上海瑞钼特金属新材料有限公司,CZ467962220,股份制企业,2019-07-26 00:53:55,本科,5-10年,"岗位职责：1、全日制本科及以上学历，机械类或机电一体化等相关专业；具有5年以上相关工作经验者优先考虑；2、熟悉机械加工设备及加工刀具； 熟悉零件产品机械加工工艺；3、要求熟练掌握AUTO CAD,WORD和EXCEL等相关应用软件；4、对材料方面有一定了解，并对加工生产方面有一定的经验者优先考虑。5.会电脑编程者优先考虑",机械工程师/绘图工程师/加工工程师,https://jobs.zhaopin.com/467962226250105.htm,招1人,8K-12K
,上海,德邦物流股份有限公司,CZ156976020,民营,2019-07-26 00:50:09,本科,不限, 德邦储备干部（上海区域） 一、【岗位要求】：1、全日制统招本科，17-19届毕业生。2、有较强的抗压能力.沟通能力佳，有上进心。3、认同企业文化及发展方向，愿意从基层开始。4、有优秀学生干部/班干部经历优先。二、【薪资福利】：1、综合工资：月薪5000-8000元，月休6-7天；2、社保、各类带薪休假（法定假日、年假、婚假、产假、陪产假等），提供高于同行业具有竞争力的薪资水平；3、公司99%的管理人员由内部产生，所有员工可以选择管理或专业两条道路发展；4、公司为员工提供各种培训机会，德邦学院根据员工的岗位类别，组织各种业务、工作、能力提升等相关内部培训与户外拓展，如：新员工入职培训，储备经理、高级经理培训、会计培训，专业业技能培训等相关脱产带薪培训。5、入职满1年可享受每月“亲情1+1”（公司补贴100元，员工自己提供100元，每月固定200元打入父母帐户），集体生日等；6、配车福利：公司为每位区域经理级及以上人员配车；7、每年中秋节都会为每一位员工的家人寄去一份月饼礼品包；8、每年为高级经理级及以上员工举办特色“集体婚礼”，均在国外旅游地点举办：巴厘岛、马尔代夫等；9、公司为经理级及以上管理人员提供全程无忧的家庭福利方案，公司会给予结婚贺礼，生小孩贺礼，每年的小孩营养费补助、幼儿园、小学、初中、高中、大学学费补助等一系列的费用补贴。三、【晋升机制】：1、管理通道晋升：经理（周期0.6-1年）--高级经理（周期2-3年）--总监（周期3-5年）2、专业通道晋升：专员（周期0.6-1年）--高级专员（周期2-3年）--资深专员（周期3-5年）四、【岗位职责】：1、负责指导客户填写托运单及相关信息，并录入系统，协助经理维护客户。2、负责对货物运输过程中的跟踪与监控，及时处理货物异常及相关理赔。3、定期汇总各项物流管理报表，并根据管理报表改进物流运作。4、负责上门客户提货，办单，进行派送单据的打单、收单、返签收等业务，提高客户满意度。五、【岗位定位】：公司储备管理人员，按照公司的规划和要求，进行部门营销和客户维护活动；配合经理完成部门工作，提升部门收入，完成部门指标，对内营造良好工作氛围，对外展现良好的德邦形象。六、【联系方式】：1、公司总部地址：上海市青浦区徐泾镇明珠路1018号德邦物流2、面试地址：上海徐汇区柳州路427号如家莫泰168酒店一楼会议室（大堂前台询问）3、工作地址：上海区域德邦各营业网点就近安排【温馨提示】：1、德邦欢迎曾经任职过的优秀员工重返公司；最新返聘要求请咨询当地招聘负责人。2、此招聘为公司直招，德邦物流股份有限公司及其下属分公司在招聘过程中不收取任何费用、押金等，敬请各位求职者知晓，以免受骗损失财物。,德邦储备干部（上海区域）,https://jobs.zhaopin.com/CC156976022J00173587105.htm,招5人,5K-8K
交通大学,上海,上海九木传盛广告有限公司,CZ120407730,民营,2019-07-26 00:53:12,本科,1-3年,岗位职责：1、良好的文字功底和表达技巧 2、精准的文字组织能力 3、熟悉tvc storyline、radio、软文、主画面、产品说明书，以及网络语言文字等的撰写 4、思维活跃，具备创意热情，参与各类广告创意项目，能独立发表观点 任职要求：文案策划，工作经验1-2年。具备快消品、食品企业广告创意经验者，优先。将你的简历及作品，发送到*************，我们会在收到您简历的第一时间，择优安排面试。,广告文案/广告策划,https://jobs.zhaopin.com/120407737250039.htm,招2人,8K-10K
曹杨,上海-普陀区,三早(上海)健康管理咨询有限公司,CZ655627780,不限,2019-07-26 00:53:00,本科,5-10年,"公司简介 三早（上海）健康管理咨询有限公司是一家致力于对个人健康风险因素进行全面评估以及预测、预防和干预管理的服务平台,旨在做到对疾病的早发现、早预防、早干预。三早公司是利用国际先进的融合光谱、量子、音频共振分析技术以及功能医学的检测技术，结合我们丰富的健康管理经验，为每一位客户做出一份属于自己的全面的个性化的健康风险评估方案。有了这份评估报告，客户可以提前发现自己的健康风险，提前做好疾病的预防和干预，从而避免或降低慢性疾病特别是恶性疾病的发生和发展，规避健康风险。公司拥有国家版权局认证的“恶性肿瘤早期预警系统”和“健康风险评估系统”的软件系统，并拥有自己的健康营养调理方案的专利核心技术。三早公司未来的愿景是，以上海为中心，3年内在全国各地开设100家分中心，争做健康风险评估的行业标杆。 企业品牌：三早益身三早益身理念:推广早发现、早预防、早干预的健康理念!三早益身定位:提供健康风险评估与早期干预慢性疾病管理的服务平台!三早益身宗旨：救灾解难,不如防之为易。疗疾治病,不如避之为吉--《大藏经》!三早益身使命:帮助人们早期发现自己未来的健康风险，让每个人都活得更有尊严!三早益身文化:用爱传递！三早益身策略:大众创业，万众创新！ 三早（上海）全职或兼职全科医生招聘要求 招聘人数：10人一：任职资格：1、 性别、户籍、年龄不限；2、 具有执业医师资格证，5年以上实际临床工作经验；3、 身体健康，具有团队协作精神，认同早发现、早预防、早干预的理念；4、 善于沟通，语言表达能力强；高度的敬业精神和工作责任心；较强的服务意识；5、有意从事预防医学的工作。6、 能熟练运用office等相关软件者优先；7、大学中医临床毕业者优先。工作地点：上海、浙江金华、江苏江阴、广州  二：岗位职责：1、负责会员健康风险评估报告的解读，提供医学方面的咨询。2、制定会员的健康管理方案，协调跟踪、反馈、评估健康管理方案的效果；3、作为会员的私人健康管理师，负责会员健康管理的全面服务工作；4、为客户提供医疗保健方面的健康咨询；接听客户预约与咨询电话。 三早益身可以为您提供什么？1.具有竞争力的福利待遇：基本工资+业绩提成+年终分红，以及五险1金。2.绝对扁平的管理，杜绝政治和人际压力；心不会委屈，工作充满激情；3.完善的培训体系，提供健康风险评估系统和功能医学的培训，提高专业技能；4.业务优秀者，1年之后可以升级为公司合伙人和股东。 5.根据应聘者实际情况，可接受全职或兼职。",全科医生临床医生内科医生全职或兼职,https://jobs.zhaopin.com/CZ655627780J00074416703.htm,招5人,8K-10K
虹桥,上海,上海埃摩森资产管理中心(有限合伙),CZ477326380,民营,2019-07-26 00:53:00,本科,不限,Match Point------ 埃摩森猎头机构是一家专业专注于高端人才寻访的专业猎头公司 我们能给你的是------完善的培训体系，积极向上的工作氛围，透明公开的晋升机制：Y字型上升路径，直线通往首席顾问和分公司负责人丰厚的薪酬：无责底薪+高额提成（7%-20%）  我们需要你做的是-------工作职责: 1、根据客户公司需求，对客户公司行业及职位进行分析，参与制定目标候选人寻访方案；2、收集及整理侯选人资料，初步筛选简历；3、多渠道快速寻访候选人，进行初步面试和评估；4、协助制作推荐报告；5、沟通协调候选人与公司之间的面试安排，跟进进展并及时反馈；6、协助项目经理或顾问调查候选人背景；7、跟进候选人入职状况 我们需要这样的你------1、全日制本科及以上学历，专业不限。2、一年以上工作经验，有销售、咨询、HR工作经验者优先。3、对人才招聘专业服务有浓厚兴趣；富有激情，能够在一定的压力下开展工作。4、具有快速、持续的学习能力，并具有一定的灵活应变性。5、独立性强，乐于思考，有耐心，做事不轻言放弃，善于不断寻找新的突破。6、擅长有效沟通，并具有良好的客户服务意识。7、具良好的团队合作意识，并让这种意识成为习惯。期望有理想，有激情，期望通过自己努力获得回报的同路人加入我们的团队。加入我们收获的不仅仅是一份工作，还有一个值得终生奋斗的职业，帮助他人，成就自己。  ,猎头顾问（薪资6-8k  可接受应届毕业生）,https://jobs.zhaopin.com/CC477326388J00381727107.htm,招6人,6K-8K
重固,上海-青浦区,德邦物流股份有限公司,CZ156976020,民营,2019-07-26 00:51:18,本科,不限,一、【岗位要求】：1、全日制统招本科学历，20~28岁。2、有较强的抗压能力，沟通能力佳，有上进心。3、认同企业文化及发展方向，愿意从基层开始。4、有优秀学生干部/班干部经历优先。二、【薪资福利】：1、综合工资：月薪5000-8000元，月休6-8天，灵活排班；2、社保、各类带薪休假（法定假日、年假、婚假、产假、陪产假等），提供高于同行业具有竞争力的薪资水平；3、公司99%的管理人员由内部产生，所有员工可以选择管理或专业两条道路发展；4、公司为员工提供各种培训机会，德邦学院根据员工的岗位类别，组织各种业务、工作、能力提升等相关内部培训与户外拓展，如：新员工入职培训，储备经理、高级经理培训、会计培训，专业业技能培训等相关脱产带薪培训。5、入职满1年可享受每月“亲情1+1”（公司补贴100元，员工自己提供100元，每月固定200元打入父母帐户），集体生日等；6、配车福利：公司为每位区域经理级及以上人员配车；三、【晋升机制】：1、管理通道晋升：经理（周期0.6-1年）--高级经理（周期2-3年）--总监（周期3-5年）2、专业通道晋升：专员（周期0.6-1年）--高级专员（周期2-3年）--资深专员（周期3-5年）四、【岗位职责】：【统计分析员】1、对部门的数据进行实时收集、更新、汇总，保证领导及时了解部门最新的各项业务数据；2、根据部门考核指标，跟踪、反馈部门的各项异常数据，从而减少部门异常、降低操作差错率；3、定期对部门的数据进行分析，制定相应的解决方策，为领导的决策提供数据支持；五、【岗位定位】：公司储备管理人员，按照公司的规划和要求，进行部门营销和客户维护活动；配合经理完成部门工作，提升部门收入，完成部门指标，对内营造良好工作氛围，对外展现良好的德邦形象。【温馨提示】：此招聘为公司直招，德邦物流股份有限公司及其下属分公司在招聘过程中不收取任何费用、押金等，敬请各位求职者知晓，以免受骗损失财物。,DPSHN-统计分析员（青浦区新丹路）,https://jobs.zhaopin.com/CC156976022J00401754205.htm,招10人,5K-8K
共康,上海,德邦物流股份有限公司,CZ156976020,民营,2019-07-26 00:51:18,本科,不限,一、【岗位要求】：1、全日制统招大专及以上学历，18~28岁。2、有较强的抗压能力，沟通能力佳，有上进心。3、认同企业文化及发展方向，愿意从基层开始。4、有优秀学生干部/班干部经历优先。二、【薪资福利】：1、综合工资：月薪5000-8000元，月休6-8天，灵活排班；2、社保、各类带薪休假（法定假日、年假、婚假、产假、陪产假等），提供高于同行业具有竞争力的薪资水平；3、公司99%的管理人员由内部产生，所有员工可以选择管理或专业两条道路发展；4、公司为员工提供各种培训机会，德邦学院根据员工的岗位类别，组织各种业务、工作、能力提升等相关内部培训与户外拓展，如：新员工入职培训，储备经理、高级经理培训、会计培训，专业业技能培训等相关脱产带薪培训。5、入职满1年可享受每月“亲情1+1”（公司补贴100元，员工自己提供100元，每月固定200元打入父母帐户），集体生日等；6、配车福利：公司为每位区域经理级及以上人员配车；7、每年中秋节都会为每一位员工的家人寄去一份月饼礼品包；8、每年为高级经理级及以上员工举办特色“集体婚礼”，均在国外旅游地点举办：巴厘岛、马尔代夫等；9、公司为经理级及以上管理人员提供全程无忧的家庭福利方案，公司会给予结婚贺礼，生小孩贺礼，每年的小孩营养费补助、幼儿园、小学、初中、高中、大学学费补助等一系列的费用补贴。三、【晋升机制】：1、管理通道晋升：经理（周期0.6-1年）--高级经理（周期2-3年）--总监（周期3-5年）2、专业通道晋升：专员（周期0.6-1年）--高级专员（周期2-3年）--资深专员（周期3-5年）四、【岗位职责】：【统计分析员】1、对部门的数据进行实时收集、更新、汇总，保证领导及时了解部门最新的各项业务数据；2、根据部门考核指标，跟踪、反馈部门的各项异常数据，从而减少部门异常、降低操作差错率；3、定期对部门的数据进行分析，制定相应的解决方策，为领导的决策提供数据支持；五、【岗位定位】：公司储备管理人员，按照公司的规划和要求，进行部门营销和客户维护活动；配合经理完成部门工作，提升部门收入，完成部门指标，对内营造良好工作氛围，对外展现良好的德邦形象。六、【联系方式】：1、公司地址：上海市青浦区徐泾镇明珠路1018号德邦物流2、工作地址：上海、昆山、嘉兴，各营业网点、枢纽中心就近安排【温馨提示】：此招聘为公司直招，德邦物流股份有限公司及其下属分公司在招聘过程中不收取任何费用、押金等，敬请各位求职者知晓，以免受骗损失财物。 ,DPSHB-统计分析员（宝山大康路）,https://jobs.zhaopin.com/CC156976022J00401740105.htm,招10人,5K-8K
