address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
友谊路,上海-宝山区,上海思拓测量技术有限公司,CZ345414010,民营,2019-07-10 16:44:44,本科,3-5年,"职责描述：1.熟悉流行的web前端框架和技术，如BootStrap、响应式设计，开发过Vuejs框架者优先；2.精通Javascript、HTML/HTML5、CSS/CSS3、bootstrap等前端开发技术，掌握DIV + CSS布局，熟悉W3C标准3.熟悉前后端分离技术4.熟悉跨终端web浏览器的兼容特性及开发技巧5.熟悉git版本控制以及node.js技术6.熟悉代码打包/自动测试流程7.有良好的代码风格和编程习惯任职要求：1.本科以上学历，计算机相关专业, 3年以上相关工作经验2.根据产品设计需求，配合产品经理实现产品界面和功能，3.根据产品功能，配合后台开发人员实现功能数据请求4.维护及优化前端页面性能5.能自主解决前端技术问题6.制定编写前端自动化测试案例",web前端开发工程师,https://jobs.zhaopin.com/CC345414018J00209384802.htm,招1人,15K-20K
,上海,北京六膳门科技有限公司,CZ286189230,民营,2019-07-10 19:10:24,本科,1-3年,"1、按照公司要求,按时按量完成生产任务; 2、负责工厂的日常管理工作及员工的管理、指导、培训及评估; 3、通过现场监控进行有效的生产管理; 4、负责工厂的组织管理、人员配置、设备配置及生产计划安排; 5、督促各部门进行生产、质控、储运等工作,并激励其工作绩效; 6、跟踪产品到货时间及质量状况；7、负责编制年,季,月度和平时作业,设备维修计划及时组织实施,检查,协调,考核;8、负责抓好生产安全教育,加强安全生产的控制,实施,严格执行安全法规,生产操作规程,即时监督检查,确保安全生产,杜绝重大火灾,设备,人身伤亡事故的发生;9、抓好生产统计分析报告.定期进行生产统计分析,经济活动分析报告会,总结经验,找出存在的问题,提出改进工作的意见和建议,为公司领导决策提供专题分析报告或综合分析资料;10、负责做好生产调度管理工作.强化调度管理,严肃调度纪律,提高一线管理人员生产专业知识和业务管理水平,平衡综合生产能力,合理安排生产作业时间,平衡用电,节约能源;11、按时完成公司领导交办的其他工作任务。任职要求：1、本科及以上学历；2、2年及以上管理经验；3、对工作有责任心。",厂长,https://jobs.zhaopin.com/CZ286189230J00168066913.htm,招2人,8K-10K
莘庄,上海-闵行区,上海甄我教育科技有限公司,CZ880020340,民营,2019-07-10 00:51:28,本科,不限,要求：必须有英语教师资格证职责：了解公司产品使用。完成公司制定教授学员的学习课程与计划。定期检查学员的学习情况，并解决问题。定期与家长了解学员的学习情况，反馈学员的学习进度。,少儿英语老师,https://jobs.zhaopin.com/CC880020340J00347199703.htm,招3人,8K-10K
曹杨,上海,上海兆贝投资管理有限公司,CZ381456730,民营,2019-07-10 17:16:31,本科,3-5年,职责描述：1.结合金融知识，使用统计学工具研究和设计针对于数字货币的量化交易策略；2.研究制定量化策略的相关的规范和指标，并协助技术人员扩展策略的评估体系；3.使用统计检验等方法研究策略风险控制的数学模型，并协助技术人员搭建风险监控体系；4.协助技术人员扩展策略引擎框架。岗位要求：1.国内外大学硕士以上学历，数学、金融工程相关专业背景；2.统计基础扎实，有计量经济学基础；3.熟悉python及其他数据科学相关工具（MATLAB，TB等），有面向对象编程基础；4.有相应的金融基础知识，能够理解套利，对冲，衍生品定价；5.除了对算法设计有思路，同时对代码质量有追求；6.工作认真有责任心，逻辑分析能力强，善于沟通。优先条件：1.精通python及数据库优先；2.有量化私募，券商工作经验者优先；3.有基金从业资格，CFA者优先；4.有期货CTA，高频策略，以及数字货币量化策略研发经验者优先。,量化策略研发工程师,https://jobs.zhaopin.com/CZ381456730J00286724702.htm,招2人,10K-20K
大场,上海-宝山区,上海爱扑网络科技股份有限公司,CZ300743930,股份制企业,2019-07-10 19:00:55,本科,不限,岗位职责：1、负责设计游戏任务文本、物品名称与描述等工作；2、负责搭建游戏中的房间和场景；3、负责提出美术资源的需求，持续跟进直至完成并验收；4、负责按照需求编写脚本。任职要求：1、本科及以上学历，计算机相关专业，lua脚本编写工作经验者优先；2、有很好的文字功底和审美能力；3、沙盒建造类游戏经历丰富，可以搭出创意十足的房屋和地图（附带作品图最好）；4、认真负责，有良好的沟通能力和团队意识。,游戏执行策划,https://jobs.zhaopin.com/CC300743939J00294130302.htm,招1人,8K-12K
陆家嘴,上海-浦东新区,爱贝国际少儿英语,CZ348677530,外商独资,2019-07-10 17:28:19,本科,1-3年,"岗位职责：1、负责开发并维护外教招聘渠道；2、负责外教简历筛选和面试安排；3、负责中心外教简历推送及初试；4、负责跟踪中心外教面试反馈；5、负责协助中心办理外教工作签证；6、负责直营中心外教活动的组织举办；7、负责外教合同、档案等文件的管理；8、完成领导交办的其他工作。任职要求：1、统招全日制本科及以上学历,卓越的谈判能力；2、优秀的英语听说读写能力，英语可以作为工作语言使用；3、积极主动，性格外向，良好的沟通协调能力；4、有较强的学习能力和进取精神；较强的团队意识与执行力；5、有外教招聘或海外留学、工作经验者优先考虑，英语口语流利的应届毕业生亦可。",外教招聘专员（总部）,https://jobs.zhaopin.com/CC348677534J00219417302.htm,招1人,6K-8K
漕宝路,上海,上海影卓信息科技有限公司,CZ296419530,民营,2019-07-10 16:51:34,本科,5-10年,"岗位职责：1、全面负责Android客户端软件的开发和维护，从事Android平台上层应用软件开发工作；2、按软件需求完成界面、逻辑功能、网络通信等的设计开发任务并解决问题，撰写相应的开发文档和代码说明文件；3、独立进行Android应用功能的设计、开发、调试、发布；4、基于android平台技术，实现公司产品移动端（手机、平板）产品研发；5、配合产品部门协作共同完成开发任务完成，对已有项目的跟踪和维护。任职要求：1、本科及以上学历，计算机、软件工程或相关专业，5年以上Android项目开发经验；2、熟悉掌握Android通用主流开源框架，有阅读源代码的习惯，熟悉Android系统原理和内部机制，精通掌握常用的api用法，了解不同系统版本的差异性，熟悉Android开发发布流程；3、熟悉网络编程、多线程、图形界面编程、熟悉TCP/UDP、HTTP协议；4、熟悉数据库操作，能熟练编写SQL语句5、熟悉HTTP、HTTPS、TCP/IP等通信协议以及XML、Json等常用技术，熟悉代码开发规范，标准化开发流程，具有应用的整体设计和架构能力，具有基础类，通用类的设计开发能力；6、webview和原生应用交互的设计实现能力；7、熟悉并熟练使用常用的设计模式，对代码的设计和质量有精益求精的精神,工作认真细致；8、有好评APP上架作品者优先。9、非计算机信息技术相关专业勿投。",android高级开发工程师,https://jobs.zhaopin.com/CC296419536J00055731502.htm,招1人,20K-25K
陆家嘴,上海-浦东新区,上海忍足建筑设计有限公司,CZ400440520,民营,2019-07-10 00:51:08,本科,不限,岗位职责：1、协助配合主案设计师完成全套日本品质的施工图绘制；2、了解设计完成所需平面，立面等图纸绘制；3、协助配合在各项材料以及项目进度上跟进；4， 熟悉CAD软件操作任职要求：1、建筑、环艺、室内设计等相关专业专科以上学历；2、熟悉掌握施工图绘制规范和要求；3、工作积极主动、热情高、效率高、态度严谨；4、能够承受较大的工作压力。较强的组织协调、团队协作能力及解决问题的能力；联系时间：每周一到五（下午2-5点）工作地址浦东新区东方路8号21D室,CAD制图设计助手,https://jobs.zhaopin.com/400440529250046.htm,招3人,2K-4K
花木,上海,上海携飞教育培训有限公司,CZ235973580,民营,2019-07-10 16:13:22,本科,3-5年,申请职位职位描述开发世界名校保录项目及其他留学项目的潜在客户；跟进客户需求，达成订单完成。任职要求有留学经历或熟悉国际留学项目。2年以上销售岗位工作经验。有独立成功开发企业客户经验。有独立管理项目的能力。热爱销售工作，对高端教育培训行业工作有浓厚的兴趣。良好的沟通能力，团队协作能力、活动策划能力。有教育培训行业、企业咨询行业、海外工作经历或经验者优先。,项目经理-世界名校保录项目,https://jobs.zhaopin.com/CC235973583J00353935807.htm,招1人,8K-16K
莘庄,上海,维正知识产权服务有限公司,CZ817178030,民营,2019-07-10 16:39:47,本科,不限,【你的工作】1、 搜索整理政府部门发布的相关项目申报、资质认定、政策扶持、产业推进等政策文件；2、 协助项目工程师负责科技项目申报材料的统筹、编写；3、 协助做好与客户的沟通联系、维护及跟踪等工作；4、 协助对各类项目申报资料的整理、留档，做好技术资料交接、保管工作。【任职要求】1、 本科（含）以上学历，财务类/理工类相关专业，机械、电学、化学、医药、材料专业者，优先考虑；2、无工作经验均可（公司提供带薪培训）；3、具有较强的归纳总结和文案撰写能力；4、具有较强的统筹组织、沟通协调、逻辑分析、决策表达能力；5、熟练使用office、ps、cad等软件；【薪资待遇】1. 薪资待遇底薪+高额提成+奖金+带薪年假+节日福利+生日福利+社会保险+住房公积金2.培训机会：入职一个月之内，专业部门组织开展完整的新人培训；3.聚餐福利：重大节日外加不定期团队聚餐，放节日礼品；4.生日福利：员工生日礼金发放；5.团队出游：公司每年至少组织1-2次团队出游；（国内外均可）6.股权奖励机制：入职优秀员工均可享受股权赠送，享受集团上市分红。我们做的可不是一份工作，是一辈子的事业！7.晋升通道：凭借个人的实力，入职按能力享受职级，都有机会晋升。所有管理岗位均从内部员工提拔产生：项目申报工程师→组长→主管→经理→分公司总经理→集团副总裁……,项目申报工程师,https://jobs.zhaopin.com/CC817178030J00224588904.htm,招2人,5K-10K
漕宝路,上海,上海傲文网络技术有限公司,CZ280462480,民营,2019-07-10 18:25:50,本科,3-5年,"工作内容1.负责系统数据库设计，开发设计文档编写2.负责业务需求的沟通，从开发层面提出合理的解决方案3.负责系统核心功能代码的编写4.负责项目开发人员代码审核5.在高并发、大批量数据处理方面，制定应用程序和数据库的优化解决方案，并负责实施任职要求1.精通Visual Studio开发工具，熟悉Windows平台各种WEB应用开发及相应开发工具2. 精通 C# 4.0 、HTML、XML、Javascript、CSS 等语言3. 精通Asp.Net的开发，熟悉Asp.Net MVC 5框架开发4. 有基于ASP.net Ajax控件的开发经验者优先。5. 精通Web Service 或 WebAPI 的开发6. 精通ADO.Net，EntityFramework 有Code First应用经验者优先7. 精通SQLServer或Oracle的开发8. 具有良好的沟通能力、理解能力及团队精神,责任心强。",高级.NET软件工程师,https://jobs.zhaopin.com/280462485250239.htm,招1人,15K-25K
周家嘴路,上海,上海法率信息技术有限公司,CZ664245520,民营,2019-07-10 16:14:59,本科,1-3年,岗位职责：1. 从事破产管理清算、法务等工作；2. 辅助、起草、审阅清算过程中的法律文书；3. 就项目进展情况定期向客户反馈；4. 负责文件的整理和归档；5. 完成部门交办的相关工作。任职资格：1. 本科以上学历，法学专业，有破产清算经验优先；2. 沟通能力强，有很强的责任感和团队合作精神；3. 具有良好的文字组织和语言表达能力；4. 具有一定的分析判断能力、观察力；5. 熟练使用Word、Excel、PPT等办公软件。,律师（破产清算）,https://jobs.zhaopin.com/CC664245528J00385641801.htm,招3人,7K-9K
赵巷,上海,北京鸿禧志业科技有限公司,CZ137881110,民营,2019-07-10 18:01:39,本科,不限,1.协助工程师做文献调研和整理，解决一些研发过程实际问题，或提出一些解决思路；基础实验的操作，能够熟练操作基本反应仪器及设备；一些基础数据处理工作；2.根据教育背景或经验可选择美拉德反应方向或咸味调香方向或基础研究方向,食品助理研发工程师,https://jobs.zhaopin.com/CC137881111J00145201710.htm,招3人,4K-6K
大华,上海,上海帝妙乐器有限公司,CZ368845080,民营,2019-07-10 00:50:28,本科,不限,职位描述：幼儿音乐小提琴启蒙教学、成人小提琴培训、考级辅导职位要求：1、热爱音乐教育事业，具有良好的品性和师德；2、有较好的小提琴专业基础，具有小提琴考级教学的能力；3、脾气性格要温和，有耐心，能吃苦、爱上进，服从工作安排；4、一本院校和音乐学院提琴专业毕业生优先考虑。薪资待遇1.月薪=底薪/课时费+全勤+饭贴+绩效奖金2.（五险一金）养老保险、医疗保险、工伤保险、失业保险、生育保险、住房公积金3.工作地点：根据各门店情况分配4.试用期 2个月5.每周三都有资深教师做专业技能培训,小提琴教师招聘，五险一金,https://jobs.zhaopin.com/CC368845081J00084373305.htm,招3人,8K-10K
和平公园,上海-杨浦区,上海同砚建筑规划设计有限公司,CZ172190110,民营,2019-07-10 19:10:21,本科,1-3年,任职资格：1、本科及以上学历，建筑学专业；2、1年以上施工图设计经验；3、负责标准部分、节点详图图纸等设计； 4、协助项目负责人通用图、功能层面等设计；5、能够熟练运用专业相关软件进行设计绘图及计算；6、按照项目计划安排工作，遇到问题及时有效地与项目负责人沟通，保证项目顺利进行。,建筑设计师（施工图）,https://jobs.zhaopin.com/CC172190119J00187067604.htm,招2人,6K-10K
共和新路,上海,上海确维检测技术有限公司,CZ658987830,民营,2019-07-10 19:01:49,本科,不限,1、大学本科相关专业毕业2、熟悉电脑网络和无线网络通信的基本知识和技能；3、对各种无线网络传感器有一定的了解；4、熟练掌握各种网络的布置和维护；5、熟练运用各种电脑软件，如有一定软件开发能力则更佳；5、有无线网优工作经验者优先6、能经常短期出差。7、薪资面议,通信技术支持工程师,https://jobs.zhaopin.com/CZ658987830J00206209108.htm,招2人,6K-8K
洋泾,上海,上海新舟教育培训有限公司,CZ240262880,民营,2019-07-10 19:14:39,本科,1-3年,岗位职责：1、根据公司内部教材进行独立授课，认真备课，顺利完成教学流程并保证课程质量；2、参加专业的口语发音和教学技能培训；3、参与公司教材和课程的研发。任职要求：1.口语流利地道，发音标准清晰；2.英语专业 TEM4、TEM8优先考虑；3.能够接受周末双休上课； 4.有英语教师资格证或英语口语教学经验者优先考虑。,高薪聘英语老师,https://jobs.zhaopin.com/CZ240262880J00425272301.htm,招2人,10K-15K
松江新城,上海-松江区,浙江正泰电器股份有限公司,CZ141236210,上市公司,2019-07-10 17:10:15,本科,3-5年,备注：网站显示薪资信息为平台发布职位时的必填项，不具有参考意义，实际薪酬已面试通过后面议为准1、负责BMS测试方案策划，测试用例编写；2、负责BMS测试方案落地执行，数据管理；3、负责测试问题解决处理；4、具有5年左右BMS测试工作经验；5、了解熟悉储能业务；6、本科以上学历。,资深BMS测试工程师,https://jobs.zhaopin.com/CC141236214J00226897206.htm,招1人,10K-15K
陆家嘴,上海,上海百丰企业发展集团有限公司,CZ552074820,民营,2019-07-10 17:47:08,本科,3-5年,"岗位职责：1、负责公司及分公司的财务日常管理2、管理成本预算、核算监督、存货资产等3、编制管理报表、财务分析等，定期向管理层汇报4、审核、监督公司财务报表、纳税申报、对外报表申报等5、审核日常费用及其他业务往来的支付6、协调公司与财政、税务、工商、审计、银行等相关部门的业务与联络7、完成其他工作安排  任职资格：1、本科及以上学历，财务、金融等专业2、3年及以上财务主管工作经验，持会计中级职称3、较强的成本管理、风险控制和财务分析能力, 熟悉国家金融政策及财务制度4、良好的组织、协调、沟通能力和团队协作精神",财务经理,https://jobs.zhaopin.com/CC552074823J00134253003.htm,招1人,8K-10K
华漕,上海-长宁区,爱奇艺（www.iqiyi.com）,CZ330615410,民营,2019-07-10 17:01:19,本科,1-3年,岗位职责：1、负责与第三方影棚对接，并精通摄影、灯光、布景等技巧；2、需要拍摄艺人，有时尚敏感度，拍摄中具备沟通能力；3、在照片后期处理上，能达到时尚杂志平面需求；4、对抖音、闪剧等产品有深入了解；5、能独立拍摄简单视频及剪辑视频。职位要求：1、本科及以上学历，具有娴熟的摄影技巧，掌握影像和构图知识；2、精通美工软件等绘图工具；3、有一定的视觉营销知识和对流行时尚趋势敏锐的洞察力；4、具有创新思维，善于捕捉摄影灵感；5、有拍摄过艺人经验为优。温馨提醒：如果 7 天内您没有收到爱奇艺的面试邀请，那么目前我们不会安排您参加后续的面试环节，感谢您的理解和对爱奇艺的关注与认可。,摄影师,https://jobs.zhaopin.com/CC330615418J00288708008.htm,招1人,10K-16K
