address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
曹家渡,上海-普陀区,上海链家房地产经纪有限公司,CZ307313210,民营,2019-07-06 16:32:25,本科,无经验,互联网咨询 市场拓展 销售顾问 客户代表 电话销售 渠道管控 分销专员 市场规划 风险评估 临近春节了，到时回去又免不了各种同学聚会，少不了闺蜜聚会，也可能会遇到前男/女友。 不要拒绝一个想你推荐机会的人； 即使你不相信、不懂、不会做；即使你很忙、不喜欢。 但是还是请千万不要一口回绝，在这个科技发展的时代，给别人一个机会，给自己多一个选择。 趁这个时间，把招聘信息了解清楚，也许就是让你出人头地的决定。 如果家里没矿，建议你该认真找我聊聊了。 公司虚位以待，高薪诚聘  岗位要求】1.21-35周岁，本科及以上学历，较强的学习能力；2.具有良好的亲和力、沟通表达能力；3.理解能力、逻辑协调佳，乐观开朗，为人诚恳，工作积极主动，主动团队合作，乐于分享；4.工作积极主动，注重团队合作，愿意服务高端客户，积累人脉、拓展视野的同时，还能体现自己的价值，实现梦想 ；5.愿意参加公益活动，具有爱心和感恩之心，让社会变得更温暖和谐；  【岗位职责】1.新员工入职，熟悉了解产品信息（一二手高端楼盘项目+金融产品等）；2.详细了解客户的核心诉求，了解公司产品，帮助客户进行房源的高效匹配，精准匹配合适的产品信息；3.带客户实地看房，进行商务磋商，谈判，促成豪宅成交，为客户提供最新豪宅市场分析报告，帮助客户做资产配置；3.与客户面对面沟通，通过Ipad、豪宅APP、楼盘字典等营销工具前期介绍产品信息，带客户看房、讲盘，通过市场数据分析，进行磋商、谈判，促成产品成交等； 【薪资收入】1、显性收入：二本以上7000( 8000）+高提成15-45%+菁英留任奖+年度业绩累加奖2、隐性收入：高端人脉积累、视野拓展、广阔晋升、管理经验、轻松简单的工作氛围、专业市场知识带薪培训 【其他福利】1.五险一金：养老、失业、医疗、生育；享受免费健康检查；2.拨打电话免费：企业内部通话免费；3.多重奖励：新人奖、品质奖、价值范、支持个人及团队、职能嘉奖、破纪录奖；4.年度国内外旅游：泰山、青岛、厦门、海南、云南、泰国、韩国都曾留下我们的身影；  【晋升机制】公开 公平 透明的竞聘机制1.营销专家：豪宅顾问——资深豪宅顾问——高级客户经理——资深客户经理2.管理岗位晋升：店经理——店面总监——大区总监  【培训体系】1.师徒制：一对一的师徒辅导，除了工作，还有生活，有句话叫“有事找师傅”2.内训：①针对豪宅顾问：房产知识、营销知识、交易知识、法律法规、客户维护、目标管理、 谈判技巧、金融知识、心理学②针对销售精英：百���尖子班；③针对管理岗位：黄埔培训班、虎将训练营3.外训：①中层管理者：PMBA课程、EMBA课程；②高层管理者：北大、清华总裁培训班，中欧课程4.行业交流：我们会不定期地请行业中的佼佼者-美国、中国台湾、日本的老师进行交流学习  （温馨提示：因每日简历投递量非常大，如您在一日之内未接到HR电话，请致电/添加微信预约面试，望理解！）办公地址：可就近安排1、黄浦区马当路178号2、浦东新区花木路1741号3、徐汇区乌鲁木齐中路1764、徐汇区瑞平路53号5、闵行区都市路2296号6、松江区嘉松南路4501号7、青浦区高泾路818号,无责底薪7k/金融转行/豪宅高端顾问,https://jobs.zhaopin.com/CC307313213J00240425302.htm,招4人,8K-10K
友谊路,上海-虹口区,上海链家房地产经纪有限公司,CZ307313210,民营,2019-07-06 16:47:55,本科,1-3年,-拉勾 2016中国互联网年度最佳雇主：链家网---拉勾 2016中国互联网O2O领域年度最佳雇主：链家网---覆盖28个地区，全国门店数量约8000家，旗下经纪人超过13万名 距离远近并不阻碍我们对家的理解和爱梦想大小并不决定我们事先目标的干劲因为脚踏实地的去工作去活着所以不再害怕离别而哭泣所以能够做温暖自己温暖家人的小太阳 每一个开始，都有无限可能每一次进阶，都为了更好的你换一个视角，你的未来无限大！♾2019年5月1日起上海链家置业顾问（A0新人）薪资调整：月薪8000（5000无责底薪+3000绩效工资）(首月补贴：2019年4月1日至7月31日入职的伙伴还可获首月额外补贴1000元！)国家全日制统招本科及以上学历的骚年们！这里会是你发光发亮的舞台！你还在等什么呢？你可以是，——处座or非处座无任何经验的“傻白甜”——英雄不问出处也可以是，逻辑思路倍儿清的“理性主义者”总之，品质控+细节控+文艺范+逗比范+……——我们统统照单全收与客户面对面沟通通过LINK系统、链家APP、楼盘字典等先进营销工具介绍产品信息带客户实地了解房源，并进行商务磋商与谈判，促成 房产成交，并能够及时提供房产市场新的行情于他们你们会成为人生贵友都是大有可能的！ 三、培训房产交易涉及到不动产、投资理财、美学、心理学、法务常识等多个领域的知识我相信学习力超强，脑容量够大的你一定可以get到：链家学院：岗前新人训-处级衔接训-中级衔接训-高级衔接训培训中心：线上培训-科技产品培训-产品培训搏学考试：每年两次，全国数十万人同时参考 四、晋升当你战斗力指数达五颗星★★★★★无论是营销顾问or管理岗位两种路线任你选择 ♠营销精英发展规划：助理经纪人——综合经纪人——店经理——高级店经理——精英社——亿元俱乐部♠营销管理发展规划：经纪人——店经理——商圈经理——营销总监——城市分公司副总——城市总经理 五、福利此外福利多多，满满的幸福感：养老、失业、医疗、工伤、生育有6险的哦公积金也是自选，可以自己选择是否缴纳哦 更有多重奖励：新人奖、个人月度业绩奖、个人责任盘维护奖、个人合作指数奖、团队月度奖，等等众多奖励 ……爱旅游的你一定很期待：马尔代夫、新加坡、迪拜、泰国……海内外任你游！每年第三季度你是否能够喜获荣誉带着老家父母一起到京参加链家人民大会堂亲情宴呢？ 在链家，我们都习惯用一个快乐积极的态度找到答案：这里没有让人头疼的公司政治，没有上下属的距离，因为我们都很简单。 六、对于那些自信满满，追逐梦想的人，我只能说，请速速赶来面试：1.纸质版简历及学信网截图验证报告各一份（必带哦）其余资料请看官们酌情准备，成功与否取决于你自己。2.穿着正装，美丽帅气如你，职业感十足。 提示：因每日简历投递量灰常之大，如您在一日之内并未接到HR的连环call，请主动致电or添加微信预约面试，机会掌握在自己的手中，你会是那颗发光的金子？闪亮的钻石么？ ,房产销售/置业顾问（全职）,https://jobs.zhaopin.com/CC307313213J00241110902.htm,招4人,10K-15K
外高桥,上海-浦东新区,大赛璐药物手性技术(上海)有限公司,CZ564049120,外商独资,2019-07-06 19:18:49,本科,1-3年,岗位职责：1.手性配体、手性催化剂、手性中间体的合成和开发；2.手性试剂的纯化。任职要求：1.有机化学、药物化学相关专业；2.具有有机合成、药物合成、化合物的纯化和表征相关经验者优先；3.具有新产品开发及放大相关经验者优先；4.英语一般，会使用Word/Excel/PPT,合成研究员,https://jobs.zhaopin.com/564049121250009.htm,招2人,6K-8K
南码头,上海-浦东新区,上海拓鸣贸易有限公司,CZ507752120,民营,2019-07-06 15:35:00,本科,1-3年,1.熟悉Amazon/eBay产品上传流程；2.负责商品上架、下架、维护更新等工作；3.负责及时、合理地优化、调整在线商品Listing信息，包括商品模板、图片、描述、关键词等；4.对于账号按公司要求进行各项数据分析以确保账号正常发展；5.能通过各种方式方法，提升帐号的操作与销售技能；6.工作态度认真细心，积极主动职位要求：1、本科以上学历，本科以上学历，英语水平6级以上，有亚马逊经验更佳2、了解电商政策规定3、思维灵活且有逻辑性，积极主动，敏锐的市场分析能力，善于解决各种业务问题4、能承受一定的工作压力，应变能力强5、性格开朗，正直，自我约束能力强，高度的工作热情，良好的团队合作精神,亚马逊/跨境电商运营,https://jobs.zhaopin.com/CC507752125J00278264205.htm,招2人,5K-10K
,上海-宝山区,上海丽兹行房地产经纪有限公司-SH-Y6,CZ418846210D00113009241,民营,2019-07-06 09:56:25,本科,无经验,企业的特点：高智商：接触的是净资产在3000万以上的各行各业的精英人士，身边的伙伴都是高学历的优秀人才；高效率：简单的人际关系，高效的客户服务，高效的团队合作高资本: 做标的在2000万-3个亿之间的项目高收益：年薪在30-60万之间，优秀者可以年薪过百万。高晋升：以能力为本，每半年一次的公开透明的晋升机会。岗位要求1.21-35周岁，统招普通二本及以上学历，较强的学习能力；2.具有良好的亲和力、沟通表达能力；3. 理解能力、逻辑协调佳；4. 工作积极主动，注重团队合作 ；5.愿意参加公益活动，具有爱心和感恩之心；、岗位职责1.新员工入职，熟悉了解产品信息（一二手高端楼盘项目+金融产品等）；2.详细了解客户的核心诉求，精准匹配合适的产品信息；3.与客户面对面沟通，通过Ipad、豪宅APP、楼盘字典等营销工具前期介绍产品信息，带客户看房、讲盘，通过市场数据分析，进行磋商、谈判，促成产品成交等；薪资待遇：1、入职第一月即无责任底薪6000+500住房补贴+500~1500学历津贴，就是这么没有套路，没有新人保护期2、晋级加薪：每月评定等级，A0~A15，每晋升一级底薪增加300，封顶10900，如果你够优秀，连跳15级不是梦2、高额提成：佣金计提：3%-62%3、随岗培训：集团14年系统化培训，且带薪4、晋升你说了算：公开公正内部晋升，只要你有能力，你就晋升5、想不完的福利：六险一金+带薪年假+国内外旅游+各种嗨趴+逢节必过……6、迅速积累经验、能力和人脉：零距离对接各行各业大人物，汲取更多成功的经验和人生阅历【其他福利】六险一金：养老、失业、医疗、工伤、生育、商业保险；住房公积金；享受免费健康检查；节日福利：法定节假日、10天春节假、带薪年假.....带薪培训：一对一师徒辅导制；业务训（房产、金融、心理学、美学等）、管理者培训（中欧、北大光华等）、国内外交流沙龙...多重奖励：新人奖、品质奖、价值范、支持个人及团队、职能嘉奖、个人破纪录奖、个人/父母年度海内外旅游（泰山、青岛、杭州、海南、云南、韩国、马尔代夫...等你来！）逢节必过：圣诞节、儿童节、中秋节、感恩节...节日不停，happy不停；花式活动：爱心义卖、公益活动、舞蹈大赛、运动会、演讲大赛、文化沙龙、轰趴、生日party...还有：企业内部通话免费；不定期零食、甜汤、水果等；最简单坦诚开心的工作环境...公司总部地址：上海浦东新区浦电路577号葛洲坝大厦（平安财富大厦）详情咨询集团官网：www.lizihang.com,无责底薪8K+六险一金 销售代表/投资顾问,https://jobs.zhaopin.com/CC418846213J00108811613.htm,招20人,8K-16K
江湾,上海,上海革力国际货物运输代理有限公司深圳分公司,CZ310691880,民营,2019-07-06 10:36:26,本科,3-5年,"工作职责:工作职责：1、有一年以上的货代财务管理经验；2、负责增值税发票的开具及日常税务问题处理；3、负责部门日常费用管理以及费用报表的编制与分析；4、协助建立和规范部门财务管理流程，拟写财务相关操作指引及规范文档等；5、协助提供相关业务财务支持；6、领导交办的其他事项。工作要求:任职要求：1、会计、财务管理、经济管理等相关专业本科以上学历， 5年以上财务工作经验，熟悉全套财务流程或有公司内部结算或税务工作经验者优先；2、具有良好的沟通协调和应变能力，执行力强；具有一定的文字功底，有编写流程指引经验者优先；3、工作细致认真，工作态度积极主动、具有学习和创新意识、为人正直、善于发现和总结问题。4、熟练使用Word、Excel、PPT等各种办公软件。,1、有一年以上的货代财务管理经验；2、负责增值税发票的开具及日常税务问题处理；3、负责部门日常费用管理以及费用报表的编制与分析；4、协助建立和规范部门财务管理流程，拟写财务相关操作指引及规范文档等；5、协助提供相关业务财务支持；6、领导交办的其他事项。工作要求:任职要求：1、会计、财务管理、经济管理等相关专业本科以上学历， 5年以上财务工作经验，熟悉全套财务流程或有公司内部结算或税务工作经验者优先；2、具有良好的沟通协调和应变能力，执行力强；具有一定的文字功底，有编写流程指引经验者优先；3、工作细致认真，工作态度积极主动、具有学习和创新意识、为人正直、善于发现和总结问题。4、熟练使用Word、Excel、PPT等各种办公软件。",财务经理,https://jobs.zhaopin.com/CC310691881J00389849405.htm,招1人,10K-15K
莘庄,上海,上海新球染料科技有限公司,CZ799174190,股份制企业,2019-07-06 16:40:38,本科,3-5年,职位概要:规划制定公司的市场战略与策略，并推进实施，实现市场发展目标。工作内容:1、协助总经理制定总体市场发展战略以及市场发展目标；2、拓展公司的市场策略，把握公司在行业中的发展方向，完成公司在行业中的市场定位，及时提供市场反馈；3、制定和实施年度市场推广计划和产品计划，协助营销中心制定业务计划，配合市场推广业务计划； 4、制定与实施各产品线价格体系及营销战略、营销策略、地区覆盖策略及推广计划，并组织相关人员培训；5、制定公司品牌管理策略，维护公司品牌；6、指导、参与市场的开拓、渠道管理等日常工作；7、管理监督公司市场费用使用、控制工作以及本部门管理工作。任职资格:90后教育背景:◆市场营销或相关专业本科以上学历。经    验:◆5年以上企业市场管理工作经验，3年以上市场部经理工作经验。技能技巧:◆对市场营销工作有深刻认知；◆有较强的市场感知能力、敏锐地把握市场动态、市场方向的能力；◆密切的媒体合作关系，具备大型活动的现场管理能力；◆熟练操作办公软件；◆优秀的英语听、说、读、写能力。态    度:◆工作努力，积极进取，责任心强；◆高度的工作热情，良好的团队合作精神；◆较强的观察力和应变能力；◆出色的人际沟通能力、团队建设能力、组织开拓能力。,市场营销未来合伙人,https://jobs.zhaopin.com/CZ799174190J00261981304.htm,招1人,20K-30K
徐泾,上海-闵行区,浙江上虹货架有限公司,CZ121107040,民营,2019-07-06 00:50:47,本科,5-10年,职位描述：1.开发，跟进，维护客户（宜家）关系，确保外贸订单的顺利完成。2.实施国际二部年度季度及月度销售计划；3.海外客户资料档案的管理及分析，确保与海外客户保持充分沟通，依照营销计划，按规定完成销售指标；4.新客户开发，为客户提供合理解决方案，达成客户下单； 5.订单及现场进度的跟踪，现场勘查、协调，完工验收，开票结算；6.督促合同正常如期履行，并催讨所欠应收销售款项；7.对业务员考察、考核及培训，安排和督促团队成员执行销售工作；8.收集国际市场信息和用户意见，对公司营销策略、广告、售后服务、产品改进和新品开发等提出意见；任职资格：1、本科及以上学历；2、CET 6以上，英语可作为海外工作语言进行商务谈判；3、3年以上外贸行业经验；能够快速学习产品知识及相关技术知识，认识、了解或愿意学习cad等绘图软件。4、3年以上商超零售设施设备销售工作经验（条件优秀者可适当放宽）5、熟练操作OFFICE；6、具有丰富的销售经验，管理过销售团队；7、仪表大方得体，为人正直诚实，勇于挑战应变灵活，良好的执行能力、沟通能力和团队精神；,海外销售经理,https://jobs.zhaopin.com/CC121107048J00379269701.htm,招1人,10K-15K
张江,上海,上海森亿医疗科技有限公司,CZ410428280,民营,2019-07-06 16:58:23,本科,不限,职责描述：1. 通过政府关系渠道助力企业战略项目落地与发展，拓展并维护与医疗相关政府部门的沟通渠道和良好互动关系，营造良好的商业运营环境；2. 组织公司相关部门对医疗行业相关资质申报、项目申报申请等工作；3. 助力业务部门和市场部在各类市场及品牌建立的活动中，增加政府、协会端重要人员的参与度，增加影响力。 任职要求：1. 有多年的政府事务相关工作经验，尤其是与以下政府部门项目的合作经验：张江管委会、浦东新区政府、经信委、发改委，卫计委等；2. 了解政府、行业协会等有关部门的工作流程，具备与政府沟通交流和全局把握评估动向的能力和政府项目落地事宜全流程经验；3. 具有较强的判断和决策能力、协调能力，能够代表公司参加相应的重要会议，体现公司良好形象；4. 具备一定的项目管理经验，有较强的沟通能力、解决问题的能力；5. 有良好的自我学习和提升能力和文字写作能力，能够撰写相应的项目和政策报告；6. 具备良好的沟通能力，具备掌握表达方式、尺度、程度的能力。,政府事务高级经理,https://jobs.zhaopin.com/CC410428281J00389080505.htm,招1人,30K-40K
曹家渡,上海,上海田仆资产管理合伙企业(有限合伙),CZ289702280,民营,2019-07-06 16:39:43,本科,无经验,"工作职责: 1. 协助基金的设立、变更、备案等日常工作；2. 协助基金合同及资料的档案管理；3. 协助行政人事日常管理工作；4. 协助品牌打造，组织沙龙和论坛活动。职位要求：1. 欢迎优秀应届毕业生；2. 善于统筹规划，抗压能力强，确保质量及保密性；3. 良好的沟通技巧和协调能力；4. 熟练掌握相关办公软件（PowerPoint, Excel, Word and Outlook）。",行政助理,https://jobs.zhaopin.com/CC289702285J00376724105.htm,招1人,4K-6K
