address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
陆家嘴,上海-浦东新区,上海七田真教育投资发展有限公司,CZ491616520,民营,2019-07-23 10:10:17,本科,3-5年,一、岗位职责：1、完成每月的销售指标；2、发展及维护客户关系；3、参与和支援相关销售和市场活动；4、为家长提供必要的儿童发展咨询。二、任职要求：1、大专及以上学历，形象气质佳；2、两年以上教育培训类销售工作经验优先，沟通能力强，有良好的客户谈判技巧；3、有强烈的销售欲望和责任感，抗压性及客户服务意识强；4、休息日在平时，周六日需工作。【工作时间：5天工作制，休息日在平时，周六日需工作】【工作地点】: 浦东上海湾中心：浦东南路1138号上海湾1楼 七田真体验中心（上海11家中心，工作地点可就近安排。）【薪资标准：15K-30K】【薪资结构：底薪+提成+绩效】本岗位职业发展：课程顾问---顾问主管---中心主任---城市总经理---大区总经理---全国总经理,高级课程顾问/早教/面销/15-30K（浦东八佰伴/9号线商城路）,https://jobs.zhaopin.com/CC491616528J00386235805.htm,招2人,15K-30K
龙柏,上海,起缘聚文化产业发展南通有限公司上海闵行分公司,CZ819971860,民营,2019-07-23 09:20:47,本科,1-3年,策划兼助理岗位职责1、负责董事长的日常行程安排，酒店、机票预定2、董事长办公室卫生整理维护3、采购董事长所需的物料及办公用品等4、协助董事长制订公司发展战略计划5、陪同董事长参加商务谈判6、参与公司大型活动策划，帮助董事长监督执行并跟踪汇报7、在董事长的指导下，负责管理工作的安排和监督，努力作好董事长的参谋助手，认真做到全方位服务8、做好总裁办会议和其他会议的组织工作和会议纪录。做好决议、决策等文件的起草、发布9、负责公司各部门绩效考核岗位要求1、 有良好的文案功底，可参与策划一系列工作2、 形象气质佳、懂茶艺、驾驶证2年以上3、 有敏锐的市场洞察力、逻辑思维清晰4、 知识面广、热爱国学、执行力强5、 可接受弹性工作时间福利待遇及薪资面谈,董事长助理,https://jobs.zhaopin.com/CC819971860J00252908403.htm,招1人,10K-15K
四川北路,上海,上海牧桓室内设计装饰有限公司,CZ187037010,民营,2019-07-23 09:12:27,本科,10年以上,"职位描述：1、  能准确把握项目及业主需求，结合实际情况并能给予好的设计提案，在整体设计方案上有新的创意，善于对外沟通协调，熟悉设计流程；2、  出色的设计及汇报能力,良好的设计品位和审美修养；3、  管理和跟踪项目每个阶段，并进行项目过程把控；4、  负责设计相关费用的控制和管理，材料选用、配套方案等后续工作的监督；5、  施工现场交底，实施监督，保证工期顺利进行和客户满意；6、  拥有良好的技术指导、协调、管理能力及团队意识。对设计团队成员进行培育，带领多元化设计团队完成工作任务，提升团队专业能力；7、  上级交予的其它工作。  任职资格：1.     国内外美院或重点艺术院校建筑、室内、环艺等相关专业本科以上学历；2.     10年以上国内外知名事务所的工作经验，具有大型方案设计或全过程设计与管理经验; 3.     熟练运用相关专业设计软件；4.     可独立完成概念方案设计、深化方案设计直至施工图配合全过程的设计服务能力；5.     具备开拓能力和包容性。6.     具有较强的承压能力及主动能动性；7.     良好的性格，较强的语言表达沟通能力，应变能力；严谨的工作态度，时尚的设计理念，并有高度的责任心，具有团队配合精神；",室内设计总监,https://jobs.zhaopin.com/CC187037013J00294563206.htm,招1人,30K-40K
静安寺,上海,阿拉丁资产管理(北京)有限公司,CZ452878110,股份制企业,2019-07-23 10:09:22,本科,5-10年,岗位职责：1.负责创建并管理基金发行团队，团队以基金发行募集为主，项目发掘为辅；2.负责高端客户的开发、拓展和维护，建立客户资源库，保持与核心客户的经常联系，拓展和发掘客户需求，为核心客户提供持续服务和价值增值；  3.负责对团队成员的业务指导、监督和培训工作，制定年度、季度、月度发行计划并监督执行，完成公司的业绩目标；4.负责对发行渠道的开拓及维护；5.公司安排的其他工作。任职要求：1.本科及以上学历，金融、营销、管理等专业优先考虑；2.8年以上银行零售业务从业经验或5年以上银行私人银行从业经验；3.具备较强的组织管理能力，团队组建能力；4.具备良好的高端客户资源、渠道资源和广泛的社会关系； 5.具有良好的服务意识和客户思维导向能力； 6.具有较强的研究和分析能力，乐于学习，能够以创新精神思考问题。待遇及福利：1．5A甲级写字楼办公；2．提供有行业竞争力的薪酬福利，具备完善的培养计划和晋升机制；3．公司将独立上市，全员给予期权激励。  ,上海分公司副总经理/总经理—阿拉丁资产,https://jobs.zhaopin.com/452878115251906.htm,招1人,30K-50K
花木,上海-浦东新区,大查柜(上海)网络科技有限公司,CZ424988530,民营,2019-07-23 10:11:31,本科,3-5年,职责描述：1、对服务器进行日常维护、保证公司网站及服务应用的安全，为其稳定的运行提供技术支持；2、分析系统瓶颈与架构合理性，促进服务架构优化，通过工具与平台的建设，提升运维效率；3、为开发、测试部门提供相关的运维支持工作；4、能够及时响应并处理业务的异常情况；5、驻场客户现场提供IT运维支持服务，负责网络、基础设施、以及业务运维工作；6、负责节假日或重要时点的值班保障工作。任职要求：1、计算机、通信、信息工程、电子工程、网络工程等相关专业，本科学历；2、2年以上工作经验，1年以上网站、服务器运维管理相关工作经验；3、熟悉Windows、Linux等操作系统的安装、配置、更新、维护操作；具有Shel脚本编写能力；4、熟练掌握常用服务器软件环境搭建及维护，包括：Git、Nginx、MySQL、MQ、Memcache、Redis等；5、熟悉mysql等数据库的管理、优化、容灾备份、能编写SQL进行数据提取；6、良好的文档书写与交流能力，对运维工作有浓厚兴趣；7、了解IT运维服务（如ITSS/ITIL）相关知识，具备独立解决技术问题的能力；8、有较好的沟通表达能力和文字编辑能力，能进行客户培训；9、工作积极主动，乐观向上，具备良好的团队精神和抗压能力。,运维工程师,https://jobs.zhaopin.com/CC424988530J00198569906.htm,招1人,9K-13K
莘庄,上海-闵行区,上海斯诚企业管理咨询有限公司,CZ139136300,股份制企业,2019-07-23 09:02:49,本科,1-3年,主要职责(工作)： 1. 搜寻合适候选人，推荐合适职位，拓展行业候选人资源； 2. 与客户沟通，分析职位要求，并推荐合适候选人，提交推荐报告。3． 安排候选人面试、薪资谈判并跟踪入职等后续工作； 4. 完成公司要求的KPI和系统数据数据输入，协助高阶顾问完成对要求职位的寻聘报告分析。任职要求：1．专科以上学历 2．思维敏捷，沟通能力出色，擅长电话、网络等工具运用。 3．有激情，有闯劲，EQ高，愿意挑战自己和高薪。 4．学习能力强，对新行业和新知识能快速理解。5．乐观，乐观，乐观，我们推崇快乐工作！！薪酬福利： 1、早九晚六工作时间，不耽误懒觉和晚上约会，每周双休，（我们不喜加班，爱放假）2、底薪+月度KPI奖金+业绩提成奖金3、超高的业绩分享4、五险一金+带薪年假 +年度公司旅游,猎头顾问（助理）,https://jobs.zhaopin.com/139136301250065.htm,招4人,6K-8K
漕宝路,上海-徐汇区,宁波路易斯软件科技有限公司,CZ681342030,民营,2019-07-23 10:02:18,本科,3-5年,岗位职责：1.负责公司相关系统的研发工作。2.根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务。3.主动提交工作报告及进度报告供组织掌握项目情况。4.公司安排的其他事宜等。 任职要求：1.3年以上Java或java web开发经验。2.熟悉Spring MVC、SSH、SSM等Web开源框架，了解它的原理和机制。3.熟悉使用HTML/HTML5/CSS/CSS3/JS/jQuery等WEB前台开发技术。4.熟悉常用数据库MYSQL、ORACLE的开发，对SQL性能调优有一定理解。5.熟悉tomcat、weblogic、jboss等主流WEB服务器和maven和svn等开发工具。6.学习能力强，责任心强，具有良好的沟通、团队协作、计划和创新的能力。7.身体健康，品德端正，责任心强，能吃苦耐劳，工作踏实，服从公司安排。8.熟悉GIS系统开发、保险公司系统开发者优先考虑。工作地点：上海  （徐汇区）,java开发工程师,https://jobs.zhaopin.com/CC681342031J00134245204.htm,招2人,10K-15K
曹路,上海,德邦物流股份有限公司,CZ156976020,民营,2019-07-23 00:51:20,本科,不限,一、【岗位要求】：1、全日制统招大专及以上学历，20~28岁。2、有较强的抗压能力，沟通能力佳，有上进心。3、认同企业文化及发展方向，愿意从基层开始。4、有优秀学生干部/班干部经历优先。二、【薪资福利】：1、综合工资：月薪5000-8000元，月休6-8天，灵活排班；2、社保、各类带薪休假（法定假日、年假、婚假、产假、陪产假等），提供高于同行业具有竞争力的薪资水平；3、公司99%的管理人员由内部产生，所有员工可以选择管理或专业两条道路发展；4、公司为员工提供各种培训机会，德邦学院根据员工的岗位类别，组织各种业务、工作、能力提升等相关内部培训与户外拓展，如：新员工入职培训，储备经理、高级经理培训、会计培训，专业业技能培训等相关脱产带薪培训。5、入职满1年可享受每月“亲情1+1”（公司补贴100元，员工自己提供100元，每月固定200元打入父母帐户），集体生日等；6、配车福利：公司为每位区域经理级及以上人员配车；三、【晋升机制】：1、管理通道晋升：经理（周期0.6-1年）--高级经理（周期2-3年）--总监（周期3-5年）2、专业通道晋升：专员（周期0.6-1年）--高级专员（周期2-3年）--资深专员（周期3-5年）四、【岗位职责】：【统计分析员】1、对部门的数据进行实时收集、更新、汇总，保证领导及时了解部门最新的各项业务数据；2、根据部门考核指标，跟踪、反馈部门的各项异常数据，从而减少部门异常、降低操作差错率；3、定期对部门的数据进行分析，制定相应的解决方策，为领导的决策提供数据支持；五、【岗位定位】：公司储备管理人员，按照公司的规划和要求，进行部门营销和客户维护活动；配合经理完成部门工作，提升部门收入，完成部门指标，对内营造良好工作氛围，对外展现良好的德邦形象。【温馨提示】：此招聘为公司直招，德邦物流股份有限公司及其下属分公司在招聘过程中不收取任何费用、押金等，敬请各位求职者知晓，以免受骗损失财物。,DPSHD-统计分析员(浦东龙新路),https://jobs.zhaopin.com/CC156976022J00397502205.htm,招10人,5K-8K
徐泾,上海-青浦区,德邦物流股份有限公司,CZ156976020,民营,2019-07-23 00:51:00,本科,3-5年,岗位职责:同行末端收派时效提升研究：同行先进的末端收派模式和流程、末端收派时效跟因差距分析理念以及有效举措的引入；任职要求:1、3年以上快递行业末端时效管理经验，熟悉末端收派作业模式、收派时效系统功能以及末端收派流程工作优先；2、具备末端收派时效问题分析能力与收派流程节点设计规划与优化的能力，通过末端收派模式创新、末端时效考核体系优化、末端收派流程节点设计规划，提升末端收派时效；3、参与末端收派时效提升研究、末端派送时效保障体系以及提升派送时效举措研究的经历，具备提升末端派送时效的能力；,末端收派时效研究岗,https://jobs.zhaopin.com/CC156976022J00385752205.htm,招1人,15K-20K
马陆,上海-嘉定区,苏州学思堂教育咨询有限公司上海分公司,CZ370461680,民营,2019-07-23 09:15:02,本科,1-3年,1.协助上级制定、组织和实施公司人力资源战略，建设发展人力资源各项构成体系，为实现公司经营发展战略目标提供人力保障；2.负责制定、执行、监督公司人力资源管理制度，对公司的招聘计划、薪酬福利制度、绩效管理、培训、员工关系等方面进行统筹管理；3.分析人力资源各项管理中存在的问题，进行人力资源诊断，并提供相应的解决方案；4.负责部门的日常管理工作及部门员工的管理、指导、培训及评估；5.发布及更新招聘信息，完成简历的收集及初步筛选工作；任职条件1.有相关人事、行政综合管理工作经验3年以上；2、对招聘培训体系建设及完善的充分理解，能独立开展招聘工作；3、熟悉各类招聘渠道，熟悉招聘流程及测评方法精通各种面试方法和技巧；4..具备较强的亲和力、沟通协调能力，独立工作和解决问题的能力，遇事反应机敏，做事勤奋守时，工作细致有条理、踏实稳重，保密意识强。5.有教育行业相关经验者优先；,人事主管,https://jobs.zhaopin.com/CC370461687J00430960701.htm,招1人,8K-10K
新天地(自忠路),上海-黄浦区,上海智声广告有限公司,CZ570205620,上市公司,2019-07-23 09:11:41,本科,不限,1、 收集项目相关资料，定期关注热点和广告案例，并学会应用到服务项目中来2、 参与头脑风暴，能够大开脑洞，提出创意想法3、 参与撰写部分方案，协助上级主管完成各项相关工作任职要求:1、热爱文案，热爱思考，有较好的文字功底和语言表达能力2、熟练ppt操作，具备基本的排版和美化的能力3、性格热情开朗，能与小伙伴们一起融洽合作4、广告学、市场营销学等相关专业优先5、能长期实习者优先Ps：投递简历时请附上相关的文案ppt等作品。,策划实习生,https://jobs.zhaopin.com/CC570205627J00364907503.htm,招1人,2K-4K
金桥,上海,广西丰林木业集团股份有限公司,CZ178225720,上市公司,2019-07-23 09:09:03,本科,3-5年,1、工作地点为上海；2、全日制本科学历，财会类相关专业，从事财务工作3年以上；3、有企业财务工作经验，熟练运用财务ERP工具等；4、负责部门日常财务管理工作，例如资金管理、成本费用管理、报表核算、税务管理等；5、及时做好账务和结算工作，填制和审核会计凭证，对款项和有价证券的收付，财物的收发、增减和使用，经费收支进行核算，收集、汇编、归档会计档案管理工作等；6．负责对集团内外部单位往来账项核对工作；月末货币资金的盘点及对账工作；7、工作认真细致、踏实，能吃苦耐劳，态度积极，有较强的统筹、沟通、协调和组织管理能力。   8、完成公司领导指派的其他工作。,财务会计 ,https://jobs.zhaopin.com/CC178225725J00400235005.htm,招1人,6K-8K
陆家嘴,上海,上海蒂菲尔教育科技有限公司,CZ874123260,民营,2019-07-23 09:01:34,本科,3-5年,"新媒体运营岗位职责：1、主要负责知乎、小木虫、豆瓣等平台的运营、维护、优化，制定全方位的新媒体运营方案和策略，并拓展新的宣传平台及渠道，负责初期搭建、策划、维护、包装、运营等2、内容编辑和维护，原创、配图，配合公司策略撰写相应的文章并发布，热点事件跟进，借势营销、话题炒作3、收集挖掘粉丝的需求与建议，跟踪运营效果，采集分析数据，挖掘和分析用户的使用习惯、情感及体验感受，提高关注度和粉丝活跃度，粉丝及时保持互动，提高信息传播量与在目标用户的知名度；4、熟悉互联网，熟悉软文、口碑营销等新媒体推广方式；5、为公司营销战略提出改进意见，并跟进改善。岗位要求：1、本科及以上学历，新闻学、广告学、有教育行业从业经验等优先；2、1-2年左右新媒体平台运营相关工作经验，具有一定的广告/营销/公关专业知识，了解各种媒体传播特征；3、熟练掌握各种平台推广营销手段，擅长社会化媒体平台营销者，思维活跃，具备相关媒体推广资源优先；4、语言及文字表达力强，具备良好的活动策划、文案撰写能力；5、责任心强，认真负责，具备独立思考能力和积极工作的态度，具有良好的团队合作精神。公司信息：  九牛问津团队（以下简称九牛）是由三名牛津大学博士生于2105年创立的高端留学咨询团队，以“高质量、正三观、做清流”为核心理念，三年半时间致力于提供尖端硕博士留学申请服务，旨在净化留学环境，革新留学行业。  团队成员：目前是全网唯一一家由真实G5及港三大硕博士组成的团队，截至2019年3月，全职及兼职硕博士共40余人（8名牛津、2名帝国理工、1名LSE、2名剑桥、2名UCL、2名港大、1名港中文、2名港科技、20余名英国罗素集团及香港高校）。  团队隶属于：英国总公司OxForDphil Education Consultancy Co., Ltd.(创立于2016年10月，位于英国牛津市中心)，及上海分公司上海蒂菲尔教育科技有限公司（创立于2018年8月，位于上海陆家嘴商圈）。同时，团队在线上享有极高网络口碑，所涉及线上宣传平台包含但不限于：知乎、微信公众号、微博、淘宝、小木虫、豆瓣、百家号等。  团队核心干货：《牛津公派博士小课堂》系列，亦称《牛津课堂》系列，发布于各大网络平台。目前共40余篇文章，无水分、无软硬广、不摘抄、不翻译，为G5及港三大硕博士100%优质原创留学干货，旨在造福DIY 或半DIY留学大众。自专栏发布之日起广受好评。  主营业务包含但不限于：G5申请全程指导、港三大申请全程指导、其他高校类申请全程指导、文书全面升级、国家公派CSC申请、邮件套磁教授、全真模拟面试、语言补救及提分、精准选校选专业定位等。  团队战绩：截至2019年3月，全程指导申请成功128人（其中G5类共75人，港三大类共35人）、套磁教授成功234人、文书写作及修改800余篇、语言提分成功100余人、语言argue成功127人、CSC申请成功42人（截至2018年5月数据）、全真模拟面试200余场。  ",新媒体运营,https://jobs.zhaopin.com/CC874123260J00337623607.htm,招1人,8K-10K
