address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
徐泾,上海,上海鸣勃网络科技有限公司,CZ724543480,民营,2019-07-27 20:48:57,本科,3-5年,"职位描述：1.负责软件测试工作的计划制定和测试执行，保证项目的测试进度和质量2.根据项目需求和开发进度，撰写测试用例，执行测试 3.根据测试情况，编写测试报告以及其它相关文档 4.参与产品的需求、开发设计讨论，对产品进行功能、性能及稳定性测试 岗位要求:至少2年以上Web和移动App测试工作经验，本科及以上学历，计算机相关专业扎实的测试理论，能制定、优化测试流程；能熟练编写测试用例，验收测试用例，系统操作手册等其他文档；熟悉压力测试，性能测试，接口测试，兼容性测试，安全测试的方法和工具的熟练使用，如：LoadRunner、Jemter、AppScan等；熟练使用常用开源自动化测试框架,如：Selenium、SoapUI、QPT，ADB命令及Monkey使用、appium、Robotium；熟悉linux命令、tomcat/weblogic、mysql/Oracle 数据库，能部署应用搭建测试环境；熟悉SQL命令，能进行白盒测试；熟悉测试工具的安装，配置、使用BugFree, TD, Jira等其他BUG库管理软件至少熟悉一种；",测试专员,https://jobs.zhaopin.com/CZ724543480J00225696705.htm,招1人,13K-18K
唐镇,上海-浦东新区,上海安赐环保科技股份有限公司,CZ193400010,民营,2019-07-27 21:17:03,本科,5-10年,职位描述：1、协助实施公司财务预算管控；2、独立完成各部门的成本核算、成本分析；3、对仓库出入库物料进行稽核；4、深入生产运营中存在的问题，形成解决方案，并跟进问题的落实，促成预算目标的达成；5、监督各部门执行成本计划情况;进行成本管理、成本控制，实现成本管理的持续优化；6、月末编制成本报表，为管理层提出成本改进建议；7、领导安排的其他事务。 岗位要求：1、 财务相关专业本科以上学历，具有机加工或者五金厂工作经验优先；2、有5年以上的会计成本工作经验，熟悉机械加工企业成本核算方法及流程；3、熟练应用EXCEL等办公软件，精通EXCEL函数，熟悉用友U8 ERP软件；4、熟悉国家和地方财务、审计、税务方面的法律、法规；5、熟悉高新技术企业财务核算流程者优先；5、责任心强、认真仔细，具有良好的沟通和表达能力，及团队合作精神。,成本会计主管,https://jobs.zhaopin.com/CC193400019J00264355002.htm,招1人,7K-10K
庄行镇,上海,法垄热工设备(上海)有限公司,CZ695122430,民营,2019-07-27 20:41:11,本科,3-5年,职位描述：1、负责产品的机械设计，包括建模、出图和制作材料清单；2、负责根据产品设计要求对零部件进行选型，提高产品质量，降低成本；3、负责根据在生产、调试、使用中发现的情况，对产品进行设计改进和优化；4、负责为销售、采购、生产、服务等相关部门提供技术支持和解决方案；5、负责在ERP系统中维护物料、材料清单等。任职要求：1、大学本科或以上学历，机械设计、机械工程自动化、机电一体化等相关专业；2、有类似职位3年以上相关工作经验者优先，或成绩优秀的应届毕业生；3、熟练运用AutoCAD、SolidWorks等2D/3D软件 ；4、英语四级或同等读写水平；5、有高度责任心和团队合作精神。,机械工程师,https://jobs.zhaopin.com/CC695122430J00243942904.htm,招3人,5K-8K
九亭,上海,上海微化商贸有限公司,CZ272826530,民营,2019-07-27 22:06:22,本科,1年以下,1、负责公司产品在广州，天津区域内的销售，提高公司及产品的知名度和销售量；2、根据市场营销计划，完成部门销售指标；3、管理维护客户关系以及客户间的长期战略合作计划；4、积极完成上级交办的其它工作；职位要求：1.需要长期驻外（广州，天津，成都等），能够适应经常出差；2.二年以上销售工作经验，医药专业毕业优先；3.年龄为35岁以下，学历本科以上，性别不限，我们给你培训；,区域销售经理（医药辅料）,https://jobs.zhaopin.com/CZ272826530J00206212703.htm,招5人,8K-10K
唐镇,上海,上海安赐环保科技股份有限公司,CZ193400010,民营,2019-07-27 21:54:19,本科,3-5年,"岗位职责：1. 负责自动化系统方案设计，施工图和加工制造图纸设计，各种测量仪表和自动控制系统、电气仪表备件的选型及管理；2. 负责对自控系统及仪表图纸进行设计、选型、安装、调试和维护等工作，通过精心的研发和设计，对温度、压力、流量、液位实现自动化控制；3. 负责扩建和技改项目自控系统的安装,包括仪表桥架的设计安装,电缆的铺设,气源管线和引压管线的安装,仪表的安装调试,控制回路的信号测试。岗位要求：电气仪表相关专业，本科学历；熟悉国内主流品牌（浙江中控、和利时、科远、西门子等）DCS/PLC系统的编程及调试；熟悉常规办公软件及工程设计软件的使用。  4、有化工及环保项目工程经验者优先考虑；  5、有设计院工程经验者优先考虑；工作地址：上海浦东 唐镇",仪电设计工程师,https://jobs.zhaopin.com/CC193400019J00186194902.htm,招1人,8K-15K
,上海-徐汇区,上海丽兹行房地产经纪有限公司-SH-Y4,CZ418846210D00112983601,民营,2019-07-27 14:50:56,本科,不限,"【岗位要求】1.21-35周岁，本科及以上学历；2.具有良好的亲和力、理解能力、逻辑协调和沟通能力；3.积极乐观开朗，为人诚实守信，工作积极主动，注重团队合作；4.愿意服务于高端客户，并且通过与高端客户面对面沟通有意愿提升自己的综合能力；5.愿意参加公益活动，具有爱心和感恩之心； 【岗位职责】1.新员工入职，熟知高端楼盘与产品信息（北京、上海、美国、英国、澳大利亚、加拿大豪宅项目，金融产品）；2.详细了解客户的核心诉求，精准匹配合适的产品信息,提供豪宅市场报告、价值分析报告等；3.与客户面对面沟通，通过Ipad、豪宅APP、楼盘字典等营销工具介绍产品信息，带客户实体看房，通过磋商、谈判，完成成交。 【薪资待遇】无责任底薪7000元-8000/月+高额提成（3%-62%）+精英留任奖+年终绩效奖+带薪年假 【答疑解惑】1. 底薪为什么那么高，是无责任底薪吗？首先是丽兹行用人要求高，优秀的人才应当匹配相应的薪资；其次，丽兹行从员工角度出发，高薪可以保障大家在上海的基本生活，有更多的精力投入到工作当中。 底薪是无责任底薪，与业绩不挂钩，每个月固定发放。2. 我没有经验可以做吗？是可以的，丽兹行不限工作经验和专业，更看重应聘者的学习能力。公司会有完善的培训体系，首先会有一对一师徒辅导；其次，每周会有不低于8h的业务技能培训，针对中高层管理者会有黄埔培训班、虎将训练营，清华/北大/中欧的PMBA课程等，让你成长为豪宅专家。3.豪宅好做吗？首先，一线城市豪宅体量大，高净值客户集中，但是豪宅专家有限，豪宅市场竞争小。丽兹行从业13年，且只专注于豪宅领域，具有更强的优势。其次，高净值客户具有超强重复购买能力，置换频次高，且圈层效应明显，成交更活跃。另外，豪宅成交不依靠销售方法和技巧，高净值客户具备更强的判断力和决策力，更关注产品品质和专业服务，专业是可以后期培养的，丽兹行致力于成就豪宅专家。 公司总部地址：上海浦东新区浦电路577号葛洲坝大厦（平安财富大厦）详情咨询集团官网：www.lizihang.com",【底薪7000-8000+高提成】 房产销售代表,https://jobs.zhaopin.com/418846213274054.htm,招20人,7K-14K
虹桥,上海,居理新房,CZ464881780,民营,2019-07-27 21:46:47,本科,不限,居理新房(Julive)——全国最大、口碑最好的新房电商平台作为国内首家数据驱动的新房电商平台，我们的核心业务是向买房人提供全流程免费的高品质新房咨询服务。自2014年成立以来，先后受到了源码资本、K2险峰长青等投资机构的青睐。目前也是业内首家完成B+轮融资的新房电商平台。五年来，公司已经形成了数据和人才的双重竞争壁垒，并积累了领先行业两年的新房大数据营销系统。目前已经领跑房产行业细分赛道——新房电商领域。公司现在已有北京、天津，上海，苏杭，广州，重庆，成都、深圳、郑州、南京、佛山等12个分公司。在新房领域的这片蓝海里，居理期待和你一起见证优秀，成就彼此。 我们提供的岗位是——房产咨询师！月入过万就满足了？不不不，这只是开始！【我们能给您提供的】1、薪酬体系：基本工资9000+满意度奖金+1000房补。（基本工资包括无责任底薪7000+绩效2000，试用期按照基本工资80%发放）其中从18年4月开始实施的绩效与业绩无关，只要你有过硬的执行力，就可以全额拿到。2、重量级大奖：公司月度会投入数万元奖励优秀的咨询师，头炮奖、团队奖等应有尽有。另外年度还设置千元现金奖励，年度销冠更有苹果三件套、奔驰宝马等大奖等你来拿。3、多类补贴：每人每月可获得全勤奖+电脑补贴+话费报销+打车报销等。4、福利保障：试用期开始交五险一金+内部员工购房福利+年度体检+年度带薪出游+带薪年假+节假日福利+生日福利+ 每月团建经费。5、全职业生命周期的培训培养体系：从新人到管理者的每个阶段，均有完善的培训课程，且每个新人均配备资深导师进行入职引导及在职指导。①专业培训：入职初期，统一安排约两周的集中带薪培训，从地产行业的专业知识到营销咨询的业务技巧全方位覆盖。②引导人制度：资深的咨询师作为入职引导人一对一辅导，直到新员工可以独立且成功的为用户提供完整的咨询服务。③入组培训机制：对于新员工安排入组孵化，即由主管全面培育和孵化，帮助新人达到转正标准实现咨询师转正。④线上自主学习平台——猫头鹰学院，线上培训课程，让学习无处不在。6、两条个性化晋升通道：专业通道Or 管理通道①专业通道：C1 到C7；②管理通道：咨询师→咨询主管→咨询经理→城市经理→大区经理 。从新人到管理者平均晋升周期为9-12个月，每月均会组织一次管理者公开竞聘。公司有刚转正就做到主管的超强实力新人，有95年的城市经理，你希望自己成为哪一类？7、丰富多彩的员工活动：公司专门设立员工满意部，为员工提供茶歇、零食、甜点等福利，同时还有员工自发组织的读书、撸猫、篮球、健身等各种兴趣小组，让你上班不枯燥，下班不单调！8、工作环境：办公室均入驻高档写字楼，办公环境宽敞明亮，舒适整洁；公司互联网扁平化管理，氛围轻松融洽。9、公司团队：咨询师团队是一支十分具有活力的90后团队；全本科及以上学历的优秀同事，80%的咨询师毕业于一本院校，你必定可以从周围的人身上获益匪浅！ 【我们需要这样的你】1、来自一本及以上院校，统招本科及以上学历【我们的小伙伴34%以上来自海外和国内优秀高校，我们非常期待这样你加入我们，一同成长】；2、认为自己有不错的亲和力、沟通能力和逻辑思维能力；3、有良好的抗打击能力，愿意和一群加班狂一起工作(我们不时会出外勤，跑遍全城~)；4、渴望高收入、渴望在大城市有自己的立足之地；5、渴望和一群优秀的同事一起工作，让自己也变得同样优秀（真正公平、公开和谐的工作氛围）；6、一颗不安分的心、一颗能披荆斩棘的心、一颗热爱沟通的心； 【你要为公司做什么】1、专注提升自己的业务能力，根据从公司分配的客户的实际需求为他们提供专业化的咨询、陪同客户看房，提供专业购房建议，服务用户购房全流程；2、维护“居理咨询师”的品牌形象，传递公司良好形象和价值（这一点我们极其重视，客户第一！），追求用户的高满意度；3、进行市场分析及楼盘调研，发表专业的楼盘测评、维护楼盘数据（不熟悉操作也没关系，我们的入职培训以及引导人会耐心的帮你学习，一同成长）；4、完成每月既定的任务目标，我们看中具体的结果，也注重实现结果的过程——精致专业的服务（追求极致的客户满意度） 【公司地点】： 上海市长宁区中山西路1065号中山SOHO B1层中山3Q 良禽择木而栖，我在居理新房等你！,新房客户代表 名校同事9K起薪+房补+晋升快J10291,https://jobs.zhaopin.com/CC464881788J00191033611.htm,招30人,10K-15K
虹桥,上海,居理新房,CZ464881780,民营,2019-07-27 21:36:06,本科,不限,居理新房(Julive)——雨燕管培生招聘简章近几年来，中国的互联网领域慢慢进入资本寒冬，伴随而来的是大量创业公司在发展的过程中面临越来越艰难的局面，难以维持生计的创业公司更是不计其数，尤其是O2O、P2P、共享单车、共享充电宝、直播等领域。2018年以来，无数的公司减员、缩招，甚至连阿里巴巴、腾讯、华为、百度这种级别的巨头，也会时不时被媒体报道缩招、停招，但互联网领域内仍然有极少一部分创业公司在逆势增长，并且在自己所在的领域不断的创造着新的奇迹。 居理新房就是这些奇迹中的一个：我们有一流的团队，百度、阿里、美团、龙湖、万科的人才，线上和线下深度结合；我们搭建了完全颠覆三观的房产咨询团队：咨询师队伍中统招一本学校出身的长期维持在75%以上；我们维持着传统行业无法想象的用户满意度：用户满意度评分达到满分的占比长期维持在99%以上；2015年初，我们还是一个10多人的创业小团队，截止2019年6月，人员规模超过了1900人，四年180多倍的人员增长。 加入居理新房，你将获得：★ 努力付出就可轻松过万的月薪；★ 远超想象的成长速度、晋升机会；★ 为培养成熟的职业经理人打造的职业环境；★ 互联网和房地产，两个最高薪行业的最前沿知识；★ 简单的工作氛围，完善的培训机制，健全的福利体系！ 【公司地点】：上海市长宁区中山西路1065号中山SOHO B1层中山3Q 【培养流程】：Step1 通过面试后，公司将发放offer，正式9000元/月+满意度奖金+房补1000（试用期按基本工资80%发放）（面对未毕业学生：实习期工资260/天+满意度奖金）。Step2 开始为期六个月的咨询师岗试用期（面对未毕业学生：实习期），专注提升自己的业务能力，根据公司分配的一线客户实际需求为他们提供专业化的咨询服务，提供专业购房建议，锻炼自己的沟通能力和抗压能力，服务用户购房全流程。Step3 六个月结束后，根据期间表现及个人特长，根据岗位需要和个人意愿安排到最合适的职业发展方向。Step4 目标职业有两个方向：P序列：成为居理的咨询师，从初级咨询师到高级咨询师，随着职级从C1-C7，月收入从1.2万-5万M序列：成为居理的储备管理者，在做咨询师的同时也进入到储备主管的培训范围内，并根据主管选拔要求随时可报名参选，过去三年加入居理的小伙伴，从入职到成为主管平均周期大约8-10个月，从入职到经理平均周期大约2年，从入职到城市经理平均周期大约3年Step5 只要通过实习考核，未毕业仍按正式员工待遇发放全薪，有机会成为学校里月收入过万的极少的在校生之一。（本条面对未毕业学生） 【职位要求】：1、来自一本及以上院校，统招本科及以上学历【我们的小伙伴34%以上来自海外和国内优秀高校，我们非常期待这样你加入我们，一同成长】；2、有卓越的沟通能力和独立解决问题的能力；3、我们都是加班狂，所以对于工作时间你要有心理准备；4、强大的抗打击能力，时刻保持积极的心态，不断提升自己。 现在，这个极速发展的创业公司有一大波管理岗位虚位以待！雨燕，是自然界生长速度最快的鸟类之一；雨燕管培生，将会是年轻人职业成长速度最快的职业选择之一！良禽择木而栖，我在居理新房等你！  ,管培生 名校同事9K起薪+房补+快速晋升J10291,https://jobs.zhaopin.com/CC464881788J00190962611.htm,招30人,10K-15K
,上海-嘉定区,苏州微元能生物科技有限公司,CZ888241430,民营,2019-07-27 19:48:51,本科,不限,"1、维护老客户的业务，挖掘客户潜力；2、负责搜集新客户的资料并进行沟通，开发新客户；3、定期与合作客户进行沟通，建立良好的长期合作关系；4、开拓目标市场，根据客户的需求提供全方位的企业财务管理培训；5、通过电话及网络等方式与客户进行有效沟通了解客户需求, 寻找销售机会并完成销售业绩。【任职要求】1、敬业上进心强，有责任感及良好的团队合作意识，敢于挑战高薪；2、热爱培训事业，拥有高度的工作热情，喜欢参加各种活动和营销策划；3、具有良好的沟通和语言表达能力、人际交往能力，承压能力强，善于学习；4、有亲和力、幽默感，具有良好的客户沟通、人际交往及维系客户关系的能力。5、具备出色的电话沟通技巧及熟练的网络交流技巧，思路清晰有耐心，亲和力强；6、具备销售意识，能承受工作压力，积极主动，能有效合理安排时间并保质保量的完成工作；",业务经理,https://jobs.zhaopin.com/CC888241430J00302823008.htm,招20人,10K-15K
庙行,上海,上海紫絮财务咨询有限公司,CZ401836930,民营,2019-07-27 19:28:57,本科,3-5年,职位描述： 结合企业发展战略，通过对企业资源状况以及人力资源管理现状的分析，找到未来人力资源工作的重点和方向，并制定具体的工作方案和计划，以保证企业目标的顺利实现按照企业经营战略规划的要求把优秀、合适的人招聘进企业并进行有效的配置，把合适的人放在合适的岗位。（组织实施招聘工作，执行招聘、甄选、面试、选择、安置工作并进行聘前测试）建立、维护和改善公司与员工的关系，促进普通员工和管理层的沟通，协调员工内部的关系，组织和实施企业文化建设，增强团队凝聚力。企业文化价值观维护宣导，文康活动组织推动，如：策划组织形式多样的活动、聚会，定期出版刊物；员工婚、丧等事情的处理，各种异常突发事件处理；员工申投诉受理，企业内部劳资冲突和劳动争议的处理，提供法律和心理方面有关的咨询服务援助建立完善符合公司战略发展的各项规章制度，实施监督执行，有效管理完成上级领导安排的其他工作内容 任职资格：全日制本科以上学历，人力资源专业及具有人力资源管理职业资格证者优先考虑1-3年大中型企业管理经验，金融类行业管理经验优先熟悉国家和上海市关于劳动合同、薪酬、保险福利待遇，社保公积金等相关人事政策熟悉人力资源6大模块，对招聘和管理有丰富的操作经验有良好的沟通协调能力、应变能力，能承受较强压力具有优秀的职业道德素养，性格开朗，具有领导力和人格魅力,人事主管,https://jobs.zhaopin.com/CZ401836930J00277445706.htm,招1人,8K-10K
