address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
六里,上海-浦东新区,上海业捷国际贸易有限公司,CZ354251510,民营,2019-07-13 16:32:22,本科,不限,工作内容：根据客户的订单要求，按照公司的业务流程完成货物的采购。在压力下仍能保持良好的心态，与公司同事，供应商进行有效的沟通，以确保订单能保质保量的交至我司仓库。同时针对订单执行过程中出现的各种情况，采取正确的方法进行处理。职位要求:1．应届毕业生要求本科以上学历，英语四级以上。国际贸易相关专业或材料、机械专业毕业。2．非应届毕业生需要有一年以上外贸公司工作经验，或Y与外贸相关的采购、跟单、供应链管理、品质控制等工作经验。3．善与人沟通、性格开朗、主动热情，有责任心，做事细心，吃苦耐劳，能承受一定的工作压力。能与他人协作共同完成工作。4．有理想，工作之余有意愿通过钻研学习来升自我。能在简单重复的日常工作中，仍保持平和的心态，不断的积累经验，提升自己。5．具有一定的商业敏锐度，及市场价格分析能力，可以独立完成对产品市场行情的调查。并提出自己的意见。6．有时需要出差。    公司氛围和谐，同事关系融洽，每周做五休二、加班付费、全年14个月工资；有免费午餐晚餐、5险一金、全勤奖金、通信补贴、带薪年假、每年体检等各项福利，同时其他福利只要是国家相关政策法规有据可查的，公司都会认真执行。    在此，谨代表公司全体同事，期待各路英豪前来加入我们的大家庭。,采购助理,https://jobs.zhaopin.com/354251516250000.htm,招1人,4K-6K
高桥,上海,刻意创键计算机配套设备有限公司,CZ000514620,外商独资,2019-07-13 16:29:55,本科,10年以上,"JOB SUMMARY:       　 Sells KeyTronicEMS’s contract manufacturing services for a   designated territory and or accounts.       　                     　 RESPONSIBILITIES & DUTIES:       　       　 ? Responsible for the direct customer interface, generating and   perpetuating sales opportunities to achieve individual and corporate sales   objectives. ? Provides input to the corporation regarding competitive information,   customer information and market requirements to facilitate the development of   corporate sales/marketing objectives. ? Completes required reporting and documentation activities including   customer reports, competitive analysis, expense reports and other corporate   reports in a timely and accurate manner. ? Identifies business problems and barriers to facilitate sales objectives;   influences and assists in resolutions. ? Initiates new sales programs through clear documentation of the   customer’s needs. ? Develops and implements strategies to expand the corporation's customer   base. ? Assists the corporation with customer financial screening and   assessment. ? Participates in the forecasting process. ? Identifies and pursues new business opportunities for assigned accounts   or areas. ? Performs territory analysis to effectively manage time and   territory. ? Establishes and builds long-term and mutually beneficial customer   relations. ? Escorts potential customers on facility site tours. ? While performing the duties of this job, the employee is required to   travel domestically and internationally during 20-50% of the time, but   may be more or less depending on the needs of the organization. ? Responsible for monitoring budget and for adhering to all Corporate   Policies and Procedures.  ? Ensures compliance and provides an environment that supports our   Corporate Affirmative Action Plan and Equal Employment Opportunity laws.               　                     　       　                     　 QUALIFICATION REQUIREMENTS:       EDUCATION   and/or EXPERIENCE:               　       　                     　       　 ? Bachelor's degree in business or technical discipline. ? Ten years of manufacturing industry related experience in sales,   marketing, and/or engineering. ? Strong interpersonal skills; ability to relate to and work with diverse   groups of people. ? Must have a high level of interpersonal skills             　                     　 LANGUAGE   SKILLS:                  　       　 * Sound written and oral communication skills in both English   and Mandarin * Must be able to write and understand routine reports, follow oral and   written instructions  OTHER   SKILLS & ABILITIES:               　       　 ? Eight to ten years business to business sales experience. ? Direct experience in Contract Manufacturing and EMS industry desired with   an emphasis in supporting an offshore manufacturing facility. PHYSICAL   DEMAND:                  　       　 The employee will regularly multi-task between projects, be   required to move throughout the office building, and effectively   communicate.  The work environment is   quiet and typical of an open cubical setting with some areas that may be   louder at times.    ",Business Development Manager,https://jobs.zhaopin.com/CC000514627J00362998207.htm,招1人,25K-30K
花木,上海,锐闻士信息咨询(上海)有限公司,CZ354517210,外商独资,2019-07-13 14:04:25,本科,不限,"融数据开发工程师 – RIMES Shanghai位置：上海部门：金融数据  描述：RIMES于1996年成立于美国纽约。近20年以来，一直专注于为全球大型机构客户提供专业金融数据服务。本公司是数据管理服务领域的开拓者，依托互联网云技术，为客户量身定制、分发金融数据。RIMES从创立伊始至今，一直以为客户提供一流的金融数据并为客户提供支持服务为己任。目前，我们正在寻找适合的金融数据开发工程师，加入我们上海的金融数据团队。 作为一名RIMES金融数据开发工程师，您将主要负责金融数据库ETL流程的开发和维护，确保每日数据库的稳定运行，并持续发现和解决潜在的问题。您将着手于设计和建立金融数据的获取和采集，自定义分析，以及分发的程序，并配合客服部门和数据质检团队为其提供高质量的数据支持。  岗位职责：- 金融数据的处理与开发，完成相应功能设计和模块开发工作- 客户与各部门新需求分析，参与新数据源、产品的设计工作- 现有系统的维护和优化 岗位基本要求：本科及以上学历，计算机、工程科学、物理学、化学、数学等相关专业优先熟悉Perl/Python, SQL优秀的逻辑分析能力，善于发现和解决问题较好的解决方案设计能力能独立工作、认真勤奋以及注重细节可以高效灵活的完成多项任务较强的英语口头及书面沟通能力 在达到基本要求的基础上，我们将会优先考虑具有以下能力的申请者：较强的编程能力, 适应远程合作和多任务的工作环境了解AWS云技术, Java, NoSQL, Hadoop, Git, 大型分布式数据处理框架对金融市场或金融数据方面有兴趣和学习意愿  请发送您的中文和英文简历至邮箱 **************, 并且请标明邮件的主题为“Data Developer - Shanghai”。想了解更多关于RIMES的信息，请登录 www.rimes.com。  ",金融数据开发工程师（Data developer）,https://jobs.zhaopin.com/CC354517216J00133497902.htm,招1人,10K-15K
南京东路,上海,上海汉艺教育科技有限公司,CZ719704130,民营,2019-07-13 16:58:07,本科,不限,岗位职责：1、负责协助建筑设计导师指导学生建模渲染及后期软件熟练使用。 2、负责协助建筑设计导师指导学生完成建筑效果图制作。 3、负责进行软件基础课课程安排及授课内容优化 4、负责在学生学习过程中遇到的技术问题，给予学生及时的技术指导； 5、负责协助建筑设计导师完成建筑工作室运营工作； 任职要求：1、熟练运用3D-Max/SketchUp/Rhino/Grasshopper/Revit/V-Ray/Lumion/Keyshot等建筑景观室内相关建模及渲染软件； 2、正规院校大专以上学历，建筑、景观、室内设计等相关专业优先考虑； 3、建筑参数化设计软件熟练者优先考虑； 4、可高效完成建筑设计导师安排的各项工作及工作室日常运营 ； 5、拥有较好的亲和力和耐心，具备与学生之间有良好的沟通能力  6、拥有较强时间管理能力、人际沟通能力和组织协调能力及团队协作精神 ； 7、善于学习新知并总结经验技巧，能适应较大的工作强度； 8、有设计师或软件讲师工作经验者优先考虑。 福利待遇：1、7.5小时工作制2、五险一金+补充医疗3、年终业绩奖金4、季度评优给与物质奖励5、节假日福利及生日福利6、定期团队拓展及专业培训7、鼓励学习、鼓励健身 ,3-D软件讲师,https://jobs.zhaopin.com/CC719704130J00108221406.htm,招2人,8K-15K
张江,上海-浦东新区,茂盟(上海)工程技术股份有限公司,CZ486122580,股份制企业,2019-07-13 16:36:44,本科,5-10年,"岗位职责：1、熟悉结构专业图纸及设计规范、设计流程; 2、方案阶段(包括前期工作):收集、整理和分析基础资料，进行本专业计算和分析，完成设计方案; 3、初步设计阶段:进行扩初方案的制作,本专业计算和分析,完成图纸并自校,汇总整理本人完成的设计文件; 4、施工图阶段:进行本专业计算和分析,完成施工图纸并进行自校，汇总整理本人完成的设计文件; 5、施工配合阶段：修改图纸，参加技术交底和施工现场配合，发出修改通知单。 任职要求：1、结构专业本科及以上学历,5年以上相关工作工作经验; 2、有较强的沟通能力,有一定的英语沟通能力; 3、熟悉相关办公软件和结构设计软件; 4、熟悉相关专业技术规范,且好学上进,有创新意识,工作责任心强，团队合作和服务精神. ",结构工程师,https://jobs.zhaopin.com/CC486122583J00326468903.htm,招1人,20K-30K
,上海,上海丽兹行房地产经纪有限公司SH-Y10,CZ418846210D00113142871,民营,2019-07-13 16:27:00,本科,不限,"岗位职责：1.新员工入职，首先熟悉了解产品信息（一二手高端楼盘项目+金融产品等）；2.详细了解客户的核心诉求，精准匹配合适的产品信息；3.与客户面对面沟通，通过Ipad、豪宅APP、楼盘字典等营销工具前期介绍产品信息，带客户看房、讲盘，通过市场数据分析，进行磋商、谈判，促成产品成交等； 岗位要求：1.21-35周岁，统招本科及以上学历，经验不限，较强的学习能力；2.具有良好的亲和力、沟通表达能力；3.理解能力、逻辑协调佳；4.工作积极主动，注重团队合作；5.愿意参加公益活动，具有爱心和感恩之心。薪资构成：无责任底薪6000元+住房补助500元+学历补助500-1500元+高提成+精英留任奖+年终奖综合收入：第一年平均年薪15-20万，两年以上平均年薪20万以上工作时间：每天09:00--19:30  每周周一休息，月初第一周休周一周二，每月休息五天 丰厚的保障福利：六险一金  绩效奖金  全勤奖  带薪年假 住房补助  学历补助   定期体检  员工旅游  节日福利 创业公司 无试用期  每年多次调薪  定期团建 出国游 带团队 试用期全额  带薪培训    公平晋升 年终奖晋升发展通道及培训体系透明的晋升发展通道：不看重人脉关系，只看价值观与晋升指标完成率成熟的晋升培训体系：每半年一次的公开透明的晋升机会，晋升看能力，更看你的意愿： 1.营销精英发展规划：A0顾问-A15资深客户经理 2.营销管理发展规划： A2顾问-公开竞聘至管理岗位（入职满4个月即可竞聘） A2级顾问—B1级经理—C1级区域总监—大区总监—城市副总经理—分公司总经理/副总经理3.可内部竞聘的岗位：人力资源中心、能力发展中心、渠道拓展中心、交易中心岗位优势：视野拓宽，人脉积累，开拓思维完善专业的培训团队：A.一对一师徒辅导：陪伴成长，强大的导师天团；B.双导师辅导体制: 师父+经理共同辅导,让精英人才成长加速;C.线上培训：丽兹V学院，智能线上学习平台, 随时随地看到大咖分享；D.线下培训：77堂课程——房产知识、营销知识、交易知识、法律法规、客户维护、目标          管理、复盘分析、谈判技巧、心理学、金融经济……储备及管理课堂:LEC菁英俱乐部、黄埔培训班、虎将训练营、北大光华管理学院MBA等 工作地址：就近分配详询联系丽兹行 ： Rome ***********公司地址：上海浦东新区浦电路577号葛洲坝大厦（平安财富大厦)东塔107（Costa旁）集团官网：www.landzestate.com ",豪宅销售代表/别墅销售助理,https://jobs.zhaopin.com/CC418846213J00175785213.htm,招1人,8K-15K
虹桥,上海,居理新房,CZ464881780,民营,2019-07-13 15:48:01,本科,不限,居理新房(Julive)——全国最大、口碑最好的新房电商平台作为国内首家数据驱动的新房电商平台，我们的核心业务是向买房人提供全流程免费的高品质新房咨询服务。自2014年成立以来，先后受到了源码资本、K2险峰长青等投资机构的青睐。目前也是业内首家完成B+轮融资的新房电商平台。五年来，公司已经形成了数据和人才的双重竞争壁垒，并积累了领先行业两年的新房大数据营销系统。目前已经领跑房产行业细分赛道——新房电商领域。公司现在已有北京、天津，上海，苏杭，广州，重庆，成都、深圳、郑州、南京、佛山等12个分公司。在新房领域的这片蓝海里，居理期待和你一起见证优秀，成就彼此。 我们提供的岗位是——房产咨询师！月入过万就满足了？不，这只是开始！【我们能给您提供的】1、薪酬体系：基本工9000+满意度奖金+1000房补。（基本工资包括无责任底薪7000+绩效2000，试用期按照基本工资80%发放）其中从18年4月开始实施的绩效与业绩无关，只要你有过硬的执行力，就可以全额拿到。2、重量级大奖：公司月度会投入数万元奖励优秀的咨询师，头炮奖、团队奖等应有尽有。另外年度还设置千元现金奖励，年度销冠更有苹果三件套、奔驰宝马等大奖等你来拿。3、多类补贴：每人每月可获得全勤奖+电脑补贴+话费报销+打车报销等。4、福利保障：试用期开始交五险一金+内部员工购房福利+年度体检+年度带薪出游+带薪年假+节假日福利+生日福利+ 每月团建经费。5、全职业生命周期的培训培养体系：从新人到管理者的每个阶段，均有完善的培训课程，且每个新人均配备资深导师进行入职引导及在职指导。①专业培训：入职初期，统一安排约两周的集中带薪培训，从地产行业的专业知识到营销咨询的业务技巧全方位覆盖。②引导人制度：资深的咨询师作为入职引导人一对一辅导，直到新员工可以独立且成功的为用户提供完整的咨询服务。③入组培训机制：对于新员工安排入组孵化，即由主管全面培育和孵化，帮助新人达到转正标准实现咨询师转正。④线上自主学习平台——猫头鹰学院，线上培训课程，让学习无处不在。6、两条个性化晋升通道：专业通道Or 管理通道①专业通道：C1到 C7；②管理通道：咨询师→咨询主管→咨询经理→城市经理→大区经理 。从新人到管理者平均晋升周期为9-12个月，每月均会组织一次管理者公开竞聘。公司有刚转正就做到主管的超强实力新人，有95年的城市经理，你希望自己成为哪一类？7、丰富多彩的员工活动：公司专门设立员工满意部，为员工提供茶歇、零食、甜点等福利，同时还有员工自发组织的读书、撸猫、篮球、健身等各种兴趣小组，让你上班不枯燥，下班不单调！8、工作环境：办公室均入驻高档写字楼，办公环境宽敞明亮，舒适整洁；公司互联网扁平化管理，氛围轻松融洽。9、公司团队：咨询师团队是一支十分具有活力的90后团队；全本科及以上学历的优秀同事，80%的咨询师毕业于一本院校，你必定可以从周围的人身上获益匪浅！ 【我们需要这样的你】1、来自一本及以上院校，统招本科及以上学历【我们的小伙伴34%以上来自海外和国内优秀高校，我们非常期待这样你加入我们，一同成长】；2、认为自己有不错的亲和力、沟通能力和逻辑思维能力；3、有良好的抗打击能力，愿意和一群加班狂一起工作(我们不时会出外勤，跑遍全城~)；4、渴望高收入、渴望在大城市有自己的立足之地；5、渴望和一群优秀的同事一起工作，让自己也变得同样优秀（真正公平、公开和谐的工作氛围）；6、一颗不安分的心、一颗能披荆斩棘的心、一颗热爱沟通的心； 【你要为公司做什么】1、专注提升自己的业务能力，根据从公司分配的客户的实际需求为他们提供专业化的咨询、陪同客户看房，提供专业购房建议，服务用户购房全流程；2、维护“居理咨询师”的品牌形象，传递公司良好形象和价值（这一点我们极其重视，客户第一！），追求用户的高满意度；3、进行市场分析及楼盘调研，发表专业的楼盘测评、维护楼盘数据（不熟悉操作也没关系，我们的入职培训以及引导人会耐心的帮你学习，一同成长）；4、完成每月既定的任务目标，我们看中具体的结果，也注重实现结果的过程——精致专业的服务（追求极致的客户满意度） 【公司地点】： 上海市长宁区中山西路1065号中山SOHO B1层中山3Q 良禽择木而栖，我在居理新房等你！,销售顾问 名校同事9K起薪+房补+晋升快J10291,https://jobs.zhaopin.com/CC464881788J00191037811.htm,招30人,10K-15K
人民广场,上海,啄木鸟文化交流(上海)有限公司,CZ668078620,民营,2019-07-13 00:50:52,本科,1-3年,岗位职责:岗位职责：（美国研究生/本科/高中方向的咨询顾问岗）1、根据公司提供的资源，通过电话为有意愿去美国留学的客户提供专业、周到的咨询服务；2、邀约并接待来访客户，负责对客户进行留学问题咨询解答和专业指导；3、能够站在客户角度为其量身制定合理完善个性化的留学培训方案；4、保留客户信息及时回访追踪，积极主动促进签约；5、受理留学咨询过程中各类问题，并协调各部门积极处理保持与签约客户的联系，维护客户关系。6、完成每月销售任务并负责公司的其它日常工作任职要求:任职要求：1、本科以上学历，专业不限；2、具备一定的英语能力；3、沟通表达能力强，逻辑思维敏捷，有良好的客户服务意识；4、能够承受一定的销售的压力，有责任心和进取心，能吃苦耐劳；5、热爱教育咨询行业和销售工作；6、有托福、雅思、GMAT或GRE考试经验及留学背景者优先。,留学咨询顾问(J10021),https://jobs.zhaopin.com/CC668078620J00367789307.htm,招2人,10K-15K
,上海,上海链家房地产经纪有限公司,CZ307313210,民营,2019-07-13 15:46:54,本科,不限,岗位职责:1.商圈社区专家：收集社区楼盘及相关商圈生活配套信息，提供相关咨询和解决方案；2.资产管理顾问：收集、分析和匹配、维护并推广相关房产信息，提供相关资产管理方案；3.房产法律咨询顾问：提供相关房产法律咨询；4.社区公益者：关爱社区中需要帮助的邻里。任职要求:1.统招全日制本科及以上，专业不限；2.诚实守信，具备较强的团队合作意识，积极乐观，勇于挑战；3.具备较强的沟通能力，善于倾听；4.具备较强的学习意愿及学习能力，善于使用互联网工具。联系电话王晓洁18721434773,实习生底薪8000+1000补贴,https://jobs.zhaopin.com/CC307313213J00255851402.htm,招5人,8K-10K
顾村,上海,普芮米卡勒数码影像科技(上海)有限公司,CZ479239010,外商独资,2019-07-13 16:32:16,本科,3-5年,"工作职责：1、负责公司网络的正常运行包括有线局域网，无线网络（aruba ）等设备的正常运行和安全、公司宽带的正常运行电脑（windows电脑 &MAC电脑）以及各服务器正常运行包括X86构架服务器以及NAS服务器。电话（AVAYA IP）、打印机（网络打印）、视频监控、投影仪、门禁的配置和维护，并对本公司员工进行计算机、网络应用等方面的指导和培训。2、负责机房基础设施及服务器，交换机的日常维护巡检，保持机房运行环境的良好状态，记录环境数据3、服务器数据的日常备份工作。4、及时响应各部门员工的helpdesk工作，帮助各部门他员工解决工作中遇到的各种IT问题5、负责公司业务系统及公司网站的运维工作7、整理、制定、完善IT管理相关制度6、参与公司信息系统规划，负责信息系统建设，统筹项目管理。7、对于公司现有的几个应用系统， 协调各部门和软件开发商， 跟进系统问题解决的进度以及相关的系统测试工作。[1] 任职资格：1、计算机科学或相关领域的本科2、3年以上工作IT/基础设施/网络架构或同等经验3、精通windows server，linux常规配置，至少掌握一种脚本语言（shell,python,perl）4、熟练掌握思科防火墙 交换机配置，精通tcp/ip、vlan、portchannel等 有ccna以上认证优先5、精通sqlserver 及mysql 数据库的安装配置备份等6、有.net或java相关经验优先7、有ERP、CRM、OA系统上线经验优先8、熟练掌握vmvare、kvm、citrix等主流虚拟化配置9、有弱电方面经验优先10、良好的沟通能力和团队合作能力11、对Java感兴趣",IT工程师,https://jobs.zhaopin.com/CZ479239010J00276643706.htm,招1人,10K-15K
