address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
大场,上海-宝山区,上海匠臻广告有限公司,CZ893832030,民营,2019-07-12 08:34:10,本科,不限,初级记者，中级记者，未来发展方向高级记者，主编，总编等行业人脉专家。岗位描述：1、新闻采写：负责行业相关原创新闻的采写；2、人物采访：负责独立完成业内相关高层人物的采访与写稿任务；3、专题报道：及时捕捉业内热点，负责相关新闻专题的深入跟踪报道；4、活动落地：负责沙龙、论坛等活动的前期策划、嘉宾邀请及落地执行、主持；5、内容策划：参与内容专题与相关栏目打造的策划实施；岗位要求：1、全日制本科（含）以上学历，中文、新闻、传播学等相关专业毕业优先；2、有新闻、中文、商业零售、房地产等相关专业背景或媒体行业从业经验优先；3、形象佳，具备较强沟通表达能力，文字功底扎实；4、良好的新闻敏感度和洞察力，具备一定策划能力，富有团队合作精神；5、具有良好的理解、分析能力，思维清晰、执行力强、工作效率高、能适应出差；,记者编辑（新浪家居）,https://jobs.zhaopin.com/CZ893832030J00020235204.htm,招2人,6K-10K
七宝,上海,维正知识产权服务有限公司,CZ817178030,民营,2019-07-12 08:07:48,本科,5-10年,岗位职责： 1、处理疑难案件、专利无效、专利诉讼等业务；2、负责专利团队专业提升，对新老员工进行专业培训与指导；3、审核专利工程师所撰写的专利案件，对专利案件质量进行把关；4、为高端客户开发及维护提供技术支持；5、其他相关工作。 任职要求：1、具有5年以上专业工作经验，有扎实的专业功底；2、有较强沟通能力，较强的客户服务能力及丰富的客户服务经验；3、品行端正，富有责任心；4、有知名企业服务经验及专利无效、专利分析、专利诉讼经验者优先。,资深专利工程师,https://jobs.zhaopin.com/CC817178030J00224573704.htm,招1人,15K-20K
陆家嘴,上海-浦东新区,阿尔卑斯通信器件技术(上海)有限公司,CZ120222460,外商独资,2019-07-12 00:51:56,本科,1-3年,岗位职责：1、电子，通信，计算机相关专业毕业，本科以上学历；2、熟悉软件工程，1年以上软件开发或测试经验，有SQA工作经验者优先考虑；3、至少会使用一种配置管理工具和项目管理工具，具有实施CMMI等质量体系的经验者优先考虑；4、英语CET-4，听说读写能力佳；5、具有较强的协调沟通能力和良好的文字表达能力； 任职要求：1、参与项目完整生命周期，开展项目的软件质量保证工作，定期收集和报告项目进展情况；2、对于过程评审中发现的不符合问题进行积极有效的沟通并解决，确保过程质量；3、为项目组提供过程方面的培训、咨询和指导；4、参与研究、借鉴和使用先进的项目管理方法及工具，发展和完善项目管理流程；5、协助建立和完善公司质量体系。,PPQA（Process and Product Quality Assurance ）,https://jobs.zhaopin.com/120222461250197.htm,招1人,7K-10K
人民广场,上海-黄浦区,啄木鸟国际教育咨询(北京)有限公司,CZ143383480,上市公司,2019-07-12 00:52:44,本科,1年以下,岗位职责:1.挖掘学生自身特点以及兴趣，根据学生自身特点，推荐适合的活动资源2.做好跟踪和指导所策划活动方案的落实执行，以及活动效果反馈。3.积极与学生以及家长沟通，及时更新学生活动进程。4.向学生发放魔方课程，布置以及检查作业，答疑。5.负责并做好客户资料统计、分类和整理工作，并及时完成数据更新和录入。6.客户问题汇总，及时解决或上报客户经理。7.学习业务知识，完成部门培训任务。8.配合完成客户经理布置的其他工作。任职要求:1.时间观念强，抗压性强，做事有条理并能够按时保质保量完成工作内容，2.具有良好的组织，沟通，执行能力以保障公司内部合作效率以及维护客户。3.积极主动学习业务知识。4.英语能力强，与外籍同事沟通基本无障碍。5.具有良好的职业道德，服务意识和奉献精神。6.具有留学或相关行业工作经验者，有留学背景对西方社会文化有认知者优先。,留学活动规划师(J10048),https://jobs.zhaopin.com/CC143383482J00155074012.htm,招2人,6K-8K
周家嘴路,上海-虹口区,上海星图文化传播有限公司,CZ607924320,民营,2019-07-12 08:30:49,本科,不限,要干什么：（1）基础日常工作，比如主题复位、表格登记。（2）参与和学习其他各项工作，比如设计啊，运营管理啊之类的。得会什么：（1）不怕虎。（2）颜值高，你自己觉得高就算高。（3）细心、耐心、勤快、吃苦耐劳，反正各种美德。（4）学习能力超强，最短的时间内掌握十八般武艺。,管培生/储备店长,https://jobs.zhaopin.com/CC607924320J00182014301.htm,招5人,4K-7K
江桥,上海,仪菲(上海)品牌管理有限公司,CZ394268310,民营,2019-07-12 07:54:01,本科,10年以上,岗位职责：1、协助公司制定总体品牌发展战略，负责公司现有品牌的商务谈判、业务对接、月度回顾、市场推广等，与品牌方保持良好的沟通与配合；2、根据战略及发展需求，寻找、挖掘有利于公司的合作资源（品牌、媒体、广告公司等），评估可合作性；3、带领团队与品牌方进行商务谈判并制定合作方案，持续跟进商品计划、推广计划、促销计划、促销支持等日常事务对接及资源获取，并对结果负责；4、带领团队与公司内部各销售事业部紧密沟通，制定品牌年度、季度和月度推广计划，并负责推广计划的落实与执行；5、带领团队与公司内部各销售部门进行品牌沟通、业务指导，合理分配各品牌销售目标，推动各销售部门的销售落实及市场执行；6、在公司内部各销售部门之间，分配并落实品牌销售目标，市场费用，货品计划，销售助成物等一切品牌相关目标及资源；7、带领团队制定各品牌促销活动，落实至公司内部各销售部门，并追踪促销执行结果；8、负责所有品牌的市场推广预算及毛利率把控。岗位要求：1、10年以上工作经验，具有大型化妆品公司市场、销售部门经验或大型代理公司品牌管理经验；2、大学本科及以上学历，或海外留学经历；3、形象气质佳，有熟练的外文表达能力，能顺畅与国外品牌方进行商务沟通；4、有优秀的沟通能力、资源整合能力及团队管理能力；5、具有优秀的谈判应变能力，能够灵活应对各种突发情况；6、具有优秀数据分析能力和逻辑能力；7、具有优秀的抗压能力，严谨仔细，结果导向，责任心强。8、英语听说读写精通，有第二门外语能力者优先。,B2C运营总监,https://jobs.zhaopin.com/CC394268316J00298148708.htm,招1人,30K-50K
莘庄,上海-徐汇区,上海链家房地产经纪有限公司,CZ307313210,民营,2019-07-12 08:19:44,本科,1-3年,链家成立于2001年，是中国领先的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。链家已进驻北京、上海、广州、深圳、天津、成都、南京、大连等32座城市，门店数量超过8000家，经纪人超过15万名。链家具备高效的线上线下一体化服务能力，线上覆盖链家网PC端、手机端和APP，并全面入驻行业开放平台“贝壳找房”。链家网和贝壳均拥有行业领先的商机流量和产品技术实力，为消费者创造智慧高效的购租房体验。 行业优势：1、目前中国一线和核心二线城市开始进入二手房交易为主导的时代，24个城市二手房交易总量已经超过新房成交量，而在TOP30城市中，二手房交易总量已经相当于新房交易总量的1.1倍，而上海，深圳二手房占比甚至超过70%，未来更多二线城市以及部分三四线城市的二手房交易总量将持续提升，整体市场可谓空间巨大。2、租赁市场也在加速崛起，首先，从政策来讲，中央提出租购并举的长效机制，将会从政策上推动二手房租赁行业进入一个巨大风口和爆发期；其次，从全球租赁权重来比，中国租赁占比太低，未来空间巨大，目前中国房屋租赁市场规模整个房产市场只占整体交易量的11.6%，远低于发达国家租赁市场30%的标准；其三，伴随中国经济崛起，房价高企，未来中国人的被动租房需求或是观念改变主动租房需求，最终会带来租赁需求的增大。3、 行业还处于发展初期阶段，粗放阶段，龙头企业规模较小，企业离散度过高，这就带来有战略，高瞻远瞩且有执行力的龙头企业，必将拥有巨大空间提升机会。链家从垂直直营模式升级为整个行业的平台型公司，覆盖面势必显著提升。 【你的工作】     目前在招的是链家储备管理岗，链家内部管理岗不外聘，只有内聘，都是从房产经纪人基础岗位一步步晋升的，我们的新人，不论是校招还是社招统一从门店做起接触最基本一手、二手的买卖和租赁业务。门店作业，日常工作是：负责链家网的线上房源的更新与维护，打造个人的专业品牌；负责线下为客户提供优质的物业咨询服务体验；负责促成买卖双方交易的达成，协助双方合同签署，办理贷款审税等事务。具体而言：1、新人入店：迅速熟悉商圈及房产知识;师傅一对一、手把手教学。2、积累并开发客户与房源资源;公司系统里有海量而完善的房源信息，善用积累资源；3、根据客户需求意向，带客户看房;对销售产品及周边环境了如指掌；4、达成房产经纪买卖和租赁业务成交;商务谈判实践及能力培养；5、为客户提供优质置业服务;赢得客户信任，自然会有源源不断的介绍客户。 作为以数据驱动、提供从线上到线下服务的全价值链家房产服务平台，链家一直是行业的引领者，接下来，链家将以成为房地产服务行业的国民品牌为目标，朝着推动行业进步，推动贝壳生态，推动经纪人职业化的方向不断前进！未来的你可以是：房产税费计算专家、财务分析师、房产法律顾问、谈判专家、心理学专家 如何被培养？1、岗前培训：链家讲师团队为您讲解房产经纪理论知识。2、超级培训：链家新人三个月内接受不间断的公开课和区域培训。3、实战演练：链家销售精英带你近距离接触业务实战。4、经验分享：链家老人与你共同分享经验，让你借鉴别人的成功秘诀。5、工作氛围：链家房产将是您校园生活的延续，因为这里拥有一群爱学习、爱团结、爱激情、爱梦想的伙伴！如何被重用？1、无空降兵：链家为你提供一个公开、公平、透明，没有天花板的竞争平台。2、快速晋升：链家为你提供明确的晋升标准与创业平台。3、领导支持：链家上级全力以赴的付出与支持为你排除一切工作障碍。4、价值体现：链家业绩不是唯一标准，价值全面体现才是链家精英。如何晋升？1、晋升路径①业务序列：A0经纪人;A1经纪人;A2经纪人;A10荣誉合伙经纪人（最高70%分红）；②管理序列：M（3-10）店经理（提成35%-70%）;商圈经理;运营经理;事业部总经理;③晋升规则：A3就可以申请晋升M3店经理，成为公司合伙经理人。2、全面房产业务知识培训 (房地产法规，交易按揭流程，营销实战技巧等)，全程带薪培训专人一对一指导，老经纪人带新人；3、优秀员工可参加：链家精英汇;（雏鹰计划→雄鹰计划），助你一步步成为优秀领导者！4、合伙人制度，让优秀的链家销售精英成为自己的老板！ 【岗位要求】1. 统招本科及以上学历，专业不限；2. 有互联网思维，有为客户打理百万资产的理财意识。3. 强烈的成就欲望，学习能力、抗压能力佳，不怕困难，不惧挫折；4. 阳光，踏实，有梦想，愿意通过自己的努力付出，实现个人价值；5. 高度的工作热情和团队合作意识，有销售、客户服务或学生社团干部经验者优先考虑。【你从链家可以收获的】底薪8000（无责任底薪5000+绩效底薪3000）完成3单租赁即可完全底薪8000，平均新人入职每月租赁单是在5~6单(首月补贴：2019年4月1日至7月31日入职的伙伴还可获首月额外补贴1000元！)（租赁统提50%，一手统提30%，二手20%-70%）有经验者面谈定级；新人入职综合薪资 月均10k以上，魔都链家，等你来战！【关心业绩，更关心你——你的健康和安全也是我们的责任】1.社会保险+定期体检2.季度旅游、年度旅游（豪华迪拜游、日本游.....）3.带薪年假+带薪培训+节日福利+iphoneX4.人性化关怀员工：女神节假期、六一假期、中秋大礼包、新年礼包送回家等节假日礼物拿到手软~5.租房购房优惠政策，有个专属自己的小窝棒棒哒~【链家范儿】1.链家学院基地培训+区域培训+门店带教+经理培训+在线培训+多媒体课堂+链家微校；2.团队作战，分佣模式；3.你不是一个人在战斗，职能支持团队为你疯狂打call~，助你打怪升级。在链家，我们都习惯用一个快乐积极的态度找到答案这里没有让人头疼的公司政治，没有上下属的距离，欢迎您的加入！ 【联系我们】联系电话：HR靳17621789150（由于简历量大，电话联系将优先安排面试）邮箱：jinchenying001@lianjia.com（收到简历后，我们会在24小时内通知面试）工作地点：按照员工个人意愿就近分配链家官网：@sh.lianjia.com,（本科招募 底薪8000）上海链家 营销管培生 销售实习生,https://jobs.zhaopin.com/CC307313213J00263824102.htm,招15人,8K-10K
徐泾,上海,上海欧雅装饰材料有限公司,CZ135359130,合资,2019-07-12 08:15:47,本科,1-3年,岗位职责：1、男女不限，本科以上学历；2、熟练使用3DS.max.VRay.photoshop等软件.使用主流渲染器的；3、具有良好的审美观，良好的场景设计、材质、灯光处理能力，对质感表现色彩光影有良好的控制力，有较强的视觉搭配能力；4、学习能力强、热爱设计工作、有创新精神；5、善于沟通，表达能力强，有团队精神。,3D渲染设计师,https://jobs.zhaopin.com/135359134250583.htm,招1人,6K-8K
张江,上海-浦东新区,江西汇仁药业股份有限公司,CZ179767620,民营,2019-07-12 08:17:41,本科,不限,"岗位：中药制剂工艺研究员，1名 （工作地点：上海）岗位职责：负责实施产品的实验室、中试、大生产工艺设计及研究等相关工作。 任职要求：1、男，本科及以上学历，中药学、药学相关专业；2、本科需2年以上工作经验，硕士需1年以上工作经验，条件优秀的应届硕士亦可；3、有中药保健品研发经验、中药制剂工艺研究经验、化药一致性评价研究经验任一经验优先考虑；4、掌握药学知识、药物制备理论知识，熟悉国家政策法规、医药行业的相关知识。5、有良好的沟通表达能力、团队协作能力，责任心强，能适应出差。薪福利政策：1、多样化的培训、学习体系，多序列的员工职业发展体系；2、每年至少加薪一次,年终考评优秀者另有高额的优秀项目奖金；3、公司配有福利食堂，宿舍配有空调、电视、热水器、独卫及无线WIFI；4、根据岗位，为员工缴纳六险二金； 公司发放三节福利；5、公司配有员工篮球场、乒乓球场、羽毛球场等，每年都会组织趣味运动会。联系人：黄先生联系地址：南昌市迎宾中大道1189号 汇仁药业人力资源部乘车路线：可乘坐201路、203路、179路、218路、515路、526路、519路至“泰豪 小兰工业园”站下。",中药制剂工艺研究员,https://jobs.zhaopin.com/CC179767624J00259078403.htm,招1人,8K-10K
颛桥,上海-闵行区,上海慈瑞医药科技股份有限公司,CZ154449210,民营,2019-07-12 00:50:05,本科,不限,工作内容： 1、完成与药品的检查及检查方法的验证试验。  2、完成留稳定性考察品种的检验。  3、配合质量标准研究的方法摸索和质量标准开发等。4、完成实验室相关实验设备的维护、验证工作。  5、及时完成领导交办的其他工作。 任职要求：  1、药物分析、药学、制剂等相关专业本科以上学历；  2、具有一定的药品分析和检验能力，可以操作维护各类精密分析仪器；3、完成检验方法摸索和药品质量标准的考察和制定；4、具有一定的英语读写能力，能独立查阅、翻译相关文献资料；5、具有化学类检验培训证书者、药品检验经验者优先考虑； 6、具备较强的执行力和团队合作精神。 薪资待遇：根据岗位及工作经历面议。,药品检验员,https://jobs.zhaopin.com/CC154449218J00285233602.htm,招6人,6K-9K
