address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
延吉,上海,特浦玛(上海)船舶科技有限公司,CZ245455230,合资,2019-08-12 11:00:21,本科,1-3年,1、全日制本科（含）以上学历；2、市场营销、工商管理专业毕业，船舶相关专业毕业优先；3、2年以上销售工作经验，1年以上本行业或相关行业销售工作经验；4、掌握市场营销知识，了解公司所经营产品技术知识；5、具有一定的判断与决策能力、人际能力、沟通能力、客户服务能力。岗位工作内容：1、积极拓展辖区市场，参与制订本部门销售计划及个人销售计划；2、执行个人销售计划，实施辖区销售业务活动；3、负责货款及时回收，确保货款及时到位；4、完成人上级交办的其他任务,销售经理,https://jobs.zhaopin.com/CC245455239J00300289304.htm,招1人,6K-8K
大连,上海,上海西弗瑞环境科技有限公司,CZ214702020,民营,2019-08-12 10:15:52,本科,5-10年,【工作内容】1、制订测试工作计划，包括人员安排、进度、使用的软硬件环境、测试流程等；2、带领测试工程师执行测试计划，跟踪并报告测试计划的执行进度； 3、负责测试用例质量，开发高效的测试用例； 4、负责团队成员绩效考核管理，培训支持团队成员；5、对软硬件产品进行全面质量管控TQC【任职要求】 1、大专及以上学历，计算机、通信相关专业； 2、5年以上测试工作经验，1年以上测试团队管理经验； 3、具有独立安装、配置测试环境；具有自动测试与压力测试经验和能力；4、具备良好的管理、组织和协调能力； 5、工作认真负责，踏实诚恳，具有开拓能力；  ,软件测试主管,https://jobs.zhaopin.com/CC214702026J00310985603.htm,招1人,10K-16K
延吉,上海-杨浦区,钻技(大连)科技有限公司,CZ372101080,民营,2019-08-12 10:05:31,本科,不限,岗位职责：1.     负责管理公司供应商资源，对接供应商并建立档案，对其实施选择和控制；2.     慎选适合公司的产品，根据市场调研和平台客户需求分析，选品，并推出爆品；3.     负责采购过程控制管理，包括询价、比价、议价与制定采购合同并上报领导审批确定；4.     及时跟进产品情况，确保产品上架。任用资格：1.     大学本科以上学历，有采购经验者优先；2.     热爱生活，有一定的市场敏感度，关注流行趋势；3.     有一定的成就导向和自我能效性；4.     有良好的团队合作意识，能迅速适应工作环境。,供应商管理,https://jobs.zhaopin.com/CZ372101080J00164033014.htm,招5人,5K-7K
,上海,北京恒天明泽基金销售有限公司上海分公司,CZ603811320,民营,2019-08-12 11:02:49,本科,3-5年,岗位职责： 1、开发高净值客户，与客户建立长期良好服务关系； 2、根据客户资产情况，向客户推介适合的信托、基金、PE、海外等理财产品； 3、对客户的综合理财需求分析，帮助客户指定理财规划方案 4、持续跟进服务，为客户不断提供理财专业的财富管理咨询  任职要求： 1、熟悉金融、信托、基金等理财业务，月均业绩规模达千万以上； 2、品行端正、性格坚毅、勤奋好学、勇于坚持； 3、善于沟通、具有较强的团队协作能力； 4、具有良好的沟通协调技巧、敏捷的市场反应能力； 5、具有金融专业个人或对公理财产品的销售经验优先； 6、具有良好的行业资源和客户资源优先； 7、有第三方财富管理、证券、银行、保险、基金等从业资格和理财专业资格证优先 8、金融、经济学本科以上毕业优先；  其他福利： 1、广阔的职业能力提升平台和职业发展空间，有竞争力的薪酬福利体系，有激励性的业绩分享，公平公正透明友善的企业文化，良好的工作环境和愉快的办公氛围； 2、重视员工长期培养，有新人孵育机制和文化，中坚提升，精英提升，清晰的晋升机制，帮助员工提升和成长； 3、丰富多彩的员工活动，节假日礼品问候； 4、一经录用，公司将提供具有竞争力的薪酬待遇，五险一金，国家法定节假日，带薪年假，病假，年度绩效评估和薪资调整，完善的岗位培训机制，清晰的人才发展计划，补充激励政策等。,理财师/资深理财师,https://jobs.zhaopin.com/CC603811327J00276548305.htm,招5人,18K-36K
,上海,上海华钦瑞成信息技术有限公司,CZ525555530,其它,2019-08-12 10:46:20,本科,5-10年,本科学历，计算机相关专业，至少有4年及以上的java开发经验熟悉一下技术点：springboot 、springcloud、dubbo、zookeeper、redis等良好的英文读写能力，口语能力好者优先考虑,java开发工程师,https://jobs.zhaopin.com/CC525555530J00274307202.htm,招10人,13K-26K
人民广场,上海,光景生物科技(苏州)有限公司,CZ204103520,民营,2019-08-12 10:38:55,本科,5-10年,岗位职责：1、经销商招聘与管理2、销售团队管理3、大客户开发维护4、执行公司推广策略任职资格：1、专业背景：医学、医疗、生物、制药类2、工作经验：4-5年以上销售管理和经销商管理经验，需有带团队经验3、工作背景：医药销售、医疗器械销售、POCT销售、IVD4、工作领域：心血管、急诊、ICU领域优先考虑,区域销售经理（上海）,https://jobs.zhaopin.com/CC204103521J00430765601.htm,招1人,8K-10K
外滩,上海,上海慧永人才信息咨询有限公司,CZ228344910,民营,2019-08-12 10:47:54,本科,无经验,工作职责支持顾问/资深顾问进行中高端职位访寻在顾问/资深顾问的指导下，在区域访寻候选人撰写报告，跟进面试流程搜集整理行业信息更新并完善公司数据库 职位要求有良好的沟通技巧和团队合作精神做事严谨认真，责任心强学习能力强，能承担一定的压力良好的英语阅读和书写能力,招聘专员,https://jobs.zhaopin.com/CC228344911J00378797007.htm,招4人,4K-6K
,上海,上海海能证券投资顾问有限公司,CZ572190480,民营,2019-08-12 10:36:00,本科,3-5年,1、负责每日股票市场投资分析与资讯发布，包括市场，热点，新闻，股票池等；2、负责把握股票市场趋势，分析大盘行情及上市公司内部信息的实施情况，结合股票市场交易行为，进行交易策略分析；3、通过视频、媒体直播等方式，宣讲正确的投资理念，分析证券市场，剖析公司产品特色功能和亮点；4、从对行业和公司基本面的连续跟踪和准确分析中，挖掘具有投资价值的领域和潜力股，及时形成有较强实用价值的投资分析报告；5、提供盘中行情点评，直播室咨询服务。负责研究分析宏观经济形势和行业发展趋势，把握市场变动趋势，寻找证券投资机会。任职要求：1、证券从业3年以上，具备投资资格证者（或通过投顾考试）优先；2、具备证券直播（图片，视频）经验，懂得客户沟通维护；3、具备一定营销策划能力或工作经验者优先；4、具备实盘证券投资经验，有独到选股系统者优先；5、本科及以上学历，综合能力较高者可放宽至大专。,营销分析师，金融直播间讲师（股票方向）,https://jobs.zhaopin.com/CC572190487J00155539601.htm,招1人,20K-30K
桃浦,上海-徐汇区,上海曼朗网络科技有限公司,CZ342312410,民营,2019-08-12 10:34:13,本科,5-10年,岗位职责：1. 充分了解公司管理模式，站在公司业务角度，规划部门人才、预算、组织发展、绩效等方面；2. 通过提供在专业领域，如人才管理、人力规划、变革管理上的咨询和支持帮助执行业务战略；3. 协助进行内部组织结构优化，提高团队凝聚力，合理有效配置人力资源4. 绩效体系建设及持续优化、绩效体系运营过程跟踪与反馈； 落实推进公司绩效考核政策，提出激励计划和具体实施办法；5. 关注员工职业素养、专业技能提升；发掘部门能力建设需求，建立部门培训体系；6. 协助业务部门进行团队建设规划、文化建设，营造良好的员工关系，防范与处理劳资风险。7.部门其它相关事务。任职资格：1.本科及以上学历，人力资源相关专业优先；2. 5年以上互联网行业人力资源工作经历， 3年以上HRBP工作经验，特别在互联网行业有足够经验沉淀；3.熟悉人力资源管理各模块工作内容，能深入业务一线，为业务部门提供专业的人力资源解决方案及政策咨询；4.有工作热情，善于沟通，执行力强、高度认同公司企业文化和价值观；5.能承受较大工作压力，较强的推动力、问题解决能力；,hrbp经理,https://jobs.zhaopin.com/CC342312418J00298478902.htm,招1人,15K-20K
潍坊,上海,东方集团物产有限公司,CZ444180530,上市公司,2019-08-12 10:01:25,本科,不限,1.        日常现货出入库，每日库存台帐统计更新2.        日常货物实提数据跟踪3.        物流发运在途货物跟踪4.        物流运输账单和仓库仓储费，超期费对账等5.        新入仓库签订仓储协议和物流发运委托合同签订等6.        定期对我司仓库进行走访，盘库工作 任职要求：1.        全日制本科及以上学历，有国际货代、市场跟单等经历优先2.        懂英文以及熟悉office办公软件3.        较强的沟通协调能力，工作踏实肯干，耐心细致，责任心强4.        积极主动，不浮躁,仓储物流专员,https://jobs.zhaopin.com/CC444180537J00296979306.htm,招1人,6K-8K
