address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
肇嘉浜路,上海,上海简之梁建筑设计有限公司,CZ719400980,民营,2019-08-07 20:32:50,本科,3-5年,"岗位职责:1、负责城市道路设计工作。2、解答和处理项目推进过程中对本专业提出的相关技术问题。任职资格:1、全日制大学道路交通专业大专以上学历;2、具有5年以上市政道路设计经验,熟练掌握市政道路相关设计软件;3、熟练掌握本专业的技术规范,对市政道路有较强的理论基础和丰富的实践经验;4、有良好的敬业、进取精神和工作协调能力并有较强的合作意识,服从工作安排,对客户有说服判断能力;5、有大型设计院工作经验者优先;6、同时具备公路设计经验者优先。 岗位职责:1）负责城市道路设计工作。2)解答和处理项目推进过程中对本专业提出的相关技术问题。",市政设计总工,https://jobs.zhaopin.com/CZ719400980J00327418603.htm,招1人,30K-50K
南京西路,上海,上海优丝纺纤维有限公司,CZ168896820,民营,2019-08-07 18:50:41,本科,5-10年,1.主要负责业务跟单工作，要求有5-7年以上梭织面料贸易及出口工作经验；2.具有较强的生产工艺知识，熟悉面料的结构，性能，成本等，具有一定的面料开发经验和能力；3.与管理的主要客户进行业务开发，相关业务沟通，并能够从中识别和挖掘新的业务机会；4.熟悉整个外贸跟单流程（开发，接单，下单，跟单，售后跟踪等）了解相关面料的生产流程环节；5.与生产团队合作，准确下达生产要求，督促产品的开发及大货的生产进度，了解订单进行情况，提醒相关人员按要求准时交货；6.完成上级分配的其他任务；7.本科及以上学历，英文听说读写流利！8.工作认真细致，有责任心，有耐心！ 具有良好的沟通能力及团队合作、团队管理能力！,高级外贸业务跟单员,https://jobs.zhaopin.com/CC168896826J00260484403.htm,招3人,8K-12K
,上海,上海法森检测技术有限公司,CZ306706280,民营,2019-08-07 21:01:22,本科,3-5年,岗位职责：1、 全面负责公司商务管理相关事宜，规范商务流程，确保公司利益；2、 负责审核商务合同条款，组织起草合作协议；及时向公司通报合同履行中发生的问题，并提出解决问题的意见及建议；3、 监控商务合同的开展、推进及实施，并对其效果进行评估；4、负责建立完善稳定的供应商体系，包含优质供应商开发、维护和长远合作5、 负责与国际、国内供应商进行有效沟通，按计划完成采购任务，并在预算内尽量控制成本6、 与销售、售后部门协调，负责编制采购计划，对采购工作进行统筹策划，合理控制商品采购价格。经过领导审核后组织实施。确保设备、配件供应，满足客户需求；7、 代表公司与货代、物流、海关对接。负责商务部的各项管理工作。任职资格：1、 本科及以上学历，国际贸易、商务管理等相关专业优先考虑；2、 3年以上相关工作经验，有国际贸易工作经历者优先考虑；3、 熟悉贸易运作流程；英文阅读、书写流利；4、 思路清晰，举止文雅，具有良好的职业道德观。,商务经理,https://jobs.zhaopin.com/CC306706285J00408433005.htm,招1人,10K-12K
,上海,上海要美电子商务有限公司,CZ405012680,民营,2019-08-07 00:55:17,本科,不限,如果你对美有自己的U追求。如果你想把自己变美.你对自己心中的梦想还有着激情.请加入我们吧.只需可以负责简单文案及网页设计 .可以及时处理领导交代的工作、能够有简单的沟通处理问题能力,企划专员,https://jobs.zhaopin.com/CC405012681J00399302605.htm,招1人,4K-6K
广中路,上海,上海悦悦图书有限公司,CZ424826110,民营,2019-08-07 17:32:59,本科,1-3年,"爆款打造经验是必须的奥！至少两年电商运营实操经验！天高任鸟飞，海阔凭鱼跃！我们是图书类目前十店铺！一年几亿流水！招店长！敢挑战你就来！岗位职责：1. 负责线上天猫店铺重点品运营，制定整体运营策略，提高点击率、浏览量和转化率，运营单品，打造爆款 。2. 针对推广效果进行跟踪，评估，并提出营销改进措施方案。3. 定期提交店铺运营报告，根据流量，咨询量，转化量，推广效果等数据做全方位的阶段性评估。4. 分析访客流向数据，并根据分析结果，调整运营方向。5. 熟悉淘宝内部的各种推广宣传方式（如钻展、直通车、淘宝客、直播等），提升店铺活跃度, 点击率、浏览量和转化率，推进店铺营销活动。6. 负责制定营销预算与销售计划拆分，制定活动及新品推广计划、参与运营推广，提升店铺及产品的销量。任职要求：1. 淘宝或其它平台（京东）推广工作经验,熟悉各种线上活动的推广手段,对各种网络推广方式较为了解,并具备实际操作经验。2. 精通网络营销规则,熟悉线上购物习惯和购物心理,对数据和用户心理敏感;精通淘宝或者其他平台关键字策略、熟悉各平台的搜索排名和优化,熟悉直通车、淘宝客等营销工具推广。3. 熟悉行业现状与发展趋势、淘宝运营环境、淘宝交易规则、淘宝推广,淘宝站内广告资源等各种淘宝推广经验者优先;4. 熟悉淘宝天猫基本的后台操作流程,懂得各种活动的推广及要求具有强烈的责任心与工作激情,较好的沟通协调能力。",爆款运营（天猫）,https://jobs.zhaopin.com/CC424826113J00245777304.htm,招2人,7K-10K
虹桥,上海,上海埃摩森资产管理中心(有限合伙),CZ477326380,民营,2019-08-07 21:30:16,本科,不限," 收拾行李，寻找最新的自己高薪不是梦想，只要你愿意去改变；青春是挽不回的水，转眼消失在指尖，用力的浪费，再用力的后悔，不要再沉溺于过去，接受新的生活，新的自己，新的团队！AIMSEN在这里！AIMSEN是一家专业从事人力资源咨询、猎头服务和人才测评的一流人力资源服务机构。总部位于上海，在上海、北京、广州、深圳、苏州、杭州、南京、无锡、宁波、大连、成都、长沙、青岛、合肥、西安、武汉等十几个城市设立40家分公司。2017年我们依然加快埃摩森100城的步伐，致力于打造中国第一猎头平台。您的职责：1、  快速理解客户公司委托的职位，制定找寻人才的方向；2、  电话沟通较合适的人选，了解其目前的基本信息并初步判断其合适度，尽可能了解其目前薪资福利，真实想法，以便今后的推荐工作3、  推荐候选人到客户公司，依据相应要求制作推荐报告供客户参考；4、  跟踪候选人的初试, 复试情况，并在候选人与企业之间做好协调沟通工作；5、  对客户决定录用的候选人，就薪资福利, 等信息与客户HR做相应沟通协调，并做背调；在AIMSEN，你可以得到1、无责底薪+项目提成（最高20%），季度晋升机制；2、福利：全勤奖+社保+公积金+带薪年假+员工旅游+员工活动+节日礼品+法定节假日3、明确的晋升路线+大公司平台+高大上年会，4、丰富的达人活动，和生日扒及各种福利在等你；职责要求：1、全日制本科或硕士教育背景；2、性格开朗、乐观积极，亲切活力；3、具有良好的沟通协调能力与市场开拓能力,有一定的抗压能力，有目标和动力;寻找最新的自己,我们在等你,共创未来。加入我们，请投递简历至：*******************公司网址：http://www.aimsen.com/",初级猎头(接受实习生+周末双休）,https://jobs.zhaopin.com/CC477326388J00347541707.htm,招10人,6K-8K
虹桥,上海,上海埃摩森资产管理中心(有限合伙),CZ477326380,民营,2019-08-07 21:30:16,本科,不限, 专业猎头机构埃摩森Aimsen 期待您的加入！ 职业发展通道（每两个月一次透明晋升）： *专业方向：助理顾问》行业顾问》高级顾问》资深顾问》顾问合伙人 *管理方向：行业顾问》项目主管》项目经理》城市总经理》区域总经理 工作内容（专业的师徒1V1帮带）：1、该职位以招聘中高端人才为主，为客户企业提供企业管理人员或技术人员招聘；2、根据顾问对所在行业，公司以及职位的分析，参与制定目标候选人的寻访方案；3、进行相关侯选人资料的收集、分类、整理，对简历做初步筛选；4、通过各种渠道快速寻访候选人，进行初步面试和评估；5、提供候选人评价和推荐报告，向顾问推荐；6、沟通协调候选人与公司之间的面试安排，跟进进展并及时反馈；7、候选人背景调查，薪酬谈判，offer跟进，入职跟进等。 工作流程（专业顾问指导）：客户公司委托 → 职位分析 → 寻访候选人 → 面试邀约 → 薪资谈判 → 背景调查 → offer跟进 → 入职跟进 任职资格：1. 全日制本科及以上学历，热爱猎头行业，愿意在人力资源领域长期发展；2. 有半年以上业务经验，销售或咨询服务行业从业经验，尤其是具有金融，房地产，   制造业，通信，互联网，化工，快消，医药等行业背景者优先考虑；3. 有一定的分析和判断力，较强的语言沟通表达能力，学习能力佳；4. 目标意识明确，主动性强，具有强烈的上进心，良好的团队协作意识；5. 优秀的应届毕业生，热爱猎头行业，也可考虑。 特色福利：1. 1年两次高逼格年会，拿奖拿到手软，high就high爆全场；2. 独特的合伙人制度，每个员工都是埃摩森的主人；3. 入职即缴纳完善的商业保险与五险一金；4. 温馨专属的下午茶、生日会、节假日礼品；5. 舒心愉悦的国、内外旅游。 ​快速面试通道:发送简历至*******************邮件标题注明“姓名+应聘城市+应聘岗位”,猎头顾问助理(接受实习生可转正）,https://jobs.zhaopin.com/CC477326388J00347547007.htm,招10人,4K-6K
老西门,上海,上海灵硕会展服务有限公司,CZ201734420,民营,2019-08-07 16:42:08,本科,1-3年,"Responsibilities• Intensive primary research to ascertain and validate conference content with senior executives, plus some secondary publication and web research；• Development of in-depth sales, marketing and project briefs summarizing the main findings of your research for the wider project team；• Invitation, confirmation and management of ongoing relations with senior speakers;• Creation of original, engaging sales copy for the event brochure, website and associated promotional pieces.• Work closely with marketing and sales teams to develop and aid in the execution of comprehensive cross-functional strategies;• Run events on-site, networking with senior executives and developing future business.Requirements:- Bachelor degree and above, major in Economy, Business or Management is preferred;- Fluent in oral and written English, CET 6 or TEM 4 above;- Excellent in proposal writing and text production;- Be good at industry analysis and research, previous relevant experience will be a plus;- Strong sense of business and market consciousness;- Ability of independently working and problems solving;- Passionate, Influential and Innovative and self motivated.",Conference Producer,https://jobs.zhaopin.com/CC201734422J00345162603.htm,招2人,10K-15K
中山北路,上海-普陀区,东方集团物产有限公司,CZ444180530,上市公司,2019-08-07 00:55:32,本科,不限,岗位职责：1、负责业务采购、销售、库存的核算；2、负责业务部门付款、费用报销的审核、账务处理；3、负责发票的领用、开具及认证；4、负责财务凭证的整理及装订；5、配合主管会计完成相关统计报表制作；6、及时准确在报税软件中填写报销和增值税申报数据并及时报税7、领导安排的其他工作。任职要求：1、全日制本科及以上学历，财务相关专业者优先；2、持有会计职业从业资格证书，会计师初级职称者优先；3、熟悉贸易公司财务核算工作者优先；4、熟练使用财务软件系统，熟练运用excel等办公软件。5、有较强的沟通、协调、适应能力，为人正直，性格开朗，思维清晰，认真负责，具有良好的团队合作精神。,财务专员/会计,https://jobs.zhaopin.com/444180537250002.htm,招2人,5K-8K
,上海-浦东新区,上海务时电力工程有限公司,CZ880865310,民营,2019-08-07 00:53:23,本科,3-5年,负责公司建筑智能化系统的设计，投标文件及报价文件的制作，熟悉智能化系统的配置，有现场经验者优先考虑。,智能化设计部经理,https://jobs.zhaopin.com/CC880865310J00268366304.htm,招1人,8K-10K
