address,city,company,company_id,company_type,date,education,experience,job_description,job_name,job_url,people_num,salary
徐家汇,上海-徐汇区,上海广鉴文化传播有限公司,CZ435411520,股份制企业,2019-07-15 09:34:57,本科,不限,交大海外项目中心是国内领先的中高层管理者和政府培训专业机构，16年来培训学员近万名，为几十家政府部门和机构提供了培训服务。十九大以来，新一届政府加大了对政府人员学习要求，中心的政府培训业务蓬勃发展。为此，交大海外项目中心特招聘政府培训项目主管多名。岗位职责：1、拓展政府培训客户，维护相应资源；                2、协助方案设计和交付实施。岗位要求：1、本科以上学历（最好学习相关专业优先考虑）。2、具有良好心态，工作认真负责，有较强的市场开拓创新能力。3、有相关工作经验的优先考虑。薪水：年薪10万以上+优越的学习机会联系人：张老师 670350244@qq.com,政府培训项目主管,https://jobs.zhaopin.com/CC435411525J00421920901.htm,招1人,6K-8K
人民广场,上海,上海链家房地产经纪有限公司,CZ307313210,民营,2019-07-15 10:31:38,本科,无经验,"此职位为链家总部直招,请放心投递。为了避免公司收到重复简历影响你的面试，请您针对链家投递一份简历即可，联系总部人事13052083938（微信同号）【企业简介】：链家是一家涉及资产管理、房产交易和房产金融服务的综合性房地产服务企业，业务覆盖租赁、新房、二手房、资产管理、海外房产、互联网平台、金融理财等领域，目前已覆盖全国33个城市，是国内领先的全产业链房产服务平台。上海链家是上海最大的房地产经纪公司。未来的你可以是：房产税费计算专家、财务分析师、房产法律顾问、谈判专家、心理学专家。在链家你能得到：【薪酬福利】：试用期无责底薪5000元+绩效底薪3000元+首月入职补贴1000元（7月底之前入职）=9000元；转正后，无责底薪3000+提成（租赁50%提成，二手买卖20%—70%，一手买卖30%），新人到手基本在9000-15000之间。员工享有社会保险、节假日福利、定期体检、带薪超长年假、年度精英社免费旅游，迎亲情带家人在人民大会堂共享国宴等福利。雄厚的平台支持（贝壳网/链家网/link系统/楼盘字典/专业培训/一对一带教）提供住宿方案，解决你住宿问题【任职要求】1.统招全日制本科及以上学历，年龄20-35岁2.具有良好的亲和力、理解能力、逻辑协调和沟通能力，具有团队合作精神及管理素养3.有房产金融法律相关经验优先录用【岗位职责】：1.通过参加公司培训，提升业务技能及专业知识，熟悉了解链家国内外产品信息2.负责贝壳网的房源信息维护，线上获取客户的核心诉求精准匹配数据库中合适的产品与项目，帮客户进行线上VR看房或线下实体看房3.为客户定制个性化数据分析报告，通过市场、商圈、项目等对比分析，为客户提供市场报告与投资建议4.通过市场数据分析，进行商务谈判，促成交易双方交易达成，帮助客户安全高效完成整个交易流程。协助双方合同签署、办理权属转移等工作【晋升机制】1.业务层面晋升：A0>A1>A2……A10，荣誉合伙人（提成点最高可达70%）2.管理层面晋升：A储备经理>M店经理>B商圈经理>D运营总经理>事业部总经理晋升规则：入职满半年即可应聘链家所有管理岗位，晋升考核半年一次，通过考核即可直接晋升销售管理层3.内部转岗：运营与职能岗位均可转岗，同样的工作机会会优先考虑内部伙伴【简历投递】：温馨提示：为避免重复邀约，请您投递一份简历即可。投递邮箱：liyang251@lianjia.com工作地点：按照员工个人意愿全上海就近安排",MVP/高素质职业房产经纪人/弹性工作,https://jobs.zhaopin.com/CC307313213J00296744002.htm,招10人,9K-14K
浦江镇,上海,上海开来湿克威防水科技有限公司,CZ652028030,民营,2019-07-15 10:37:57,本科,3-5年,"工作职责及内容：1、熟练掌握javascript开发，对模块化、组件化、面向对象等概念有比较深理解；2、熟悉常见的jquery框架和h5页面设计；3、负责公司网站、移动端产品的页面开发，能够对用户体验的整体进行把握；4、熟悉QUICKUI、Zepto.js、Vue.js、Node.Js、angular.Js者优先；5、根据产品需求与UI设计，高质量完成产品的页面工作；6、参与用户体验、代码规范的制定。任职资格：1、软件专业本科及以上学历，3年以上专职网页前端开发经验。勤勉敬业，富团队合作精神； 2、有扎实的js框架功底、思路新颖，对页面框架有自己的不同见解；3、具有熟练的整体布局和代码规范；精通div+css布局结构；4、精通h5页面常用工具和开发技巧，兼容多浏览器和客户终端；5、有独立开发的能力,工作耐心细致；6、计算机专业优先；7、有手机开发经验优先。",web前端开发工程师,https://jobs.zhaopin.com/CC652028030J00285847704.htm,招2人,10K-20K
,上海,苏州贝锐仪器科技有限公司,CZ216466810,民营,2019-07-15 09:29:06,本科,1-3年,1.熟悉和了解生物耗材，自主开发和维护直接用户；2.与客户保持良好的沟通，实时把握客户需求。为客户提供主动、热情、满意、周到的服务；3.通过电话，上门等方式实现销售计划，并每月制定销售报表汇报客户动态；4.务实而不失灵活，善，巧；5.公司提供产品的培训；6.缴纳五险一金，绩效奖金，公司旅游，年终奖金，节日福利，节日放假，专业培训。岗位要求：体貌端正，普通话标准，有一定的职业素养。有从事生物耗材、试剂，设备或医疗耗材销售经验者优先。,生物耗材驻地销售（上海）,https://jobs.zhaopin.com/CC216466818J00093679302.htm,招1人,10K-15K
虹桥,上海,上海春晖投资发展有限公司,CZ644643320,民营,2019-07-15 08:32:27,本科,5-10年,1.负责结合公司长期与短期发展战略，有方向性的制定与客户长期发展的销售策略。2.负责分析市场行为，洞察客户投资方向和发展规划，规划自己销售方向。3.负责整体计划年度和季度销售目标，进行销售人员和销售区域的划分，并相应的对销售人员匹配销售目标。4.负责自动化设备，模具以及工业自动化解决方案的国内市场推广。5.通过多种渠道开发并直接拜访客户，以保证获得更多询价资源。6.负责投标文件制作，跟踪报价直至合同签订，负责跟踪销售回款。7.负责收集行业，市场，竞争对手和客户的信息，进行分析，过滤和总结，努力获取报价机会和订单。8.完成月度、季度和年度销售数据统计，并通过销售数据得出总结报告。9.具有机械或电气相关专业背景，熟悉自动化行业市场；具备优秀的沟通能力和团队合作精神，以及具备独立开发客户的能力。有一定的英语听说能力水平。,销售经理,https://jobs.zhaopin.com/CZ644643320J00357662505.htm,招1人,10K-15K
,上海-黄浦区,上海学码科技有限公司,CZ824378090,民营,2019-07-15 10:51:17,本科,3-5年,岗位职责：1. 负责大区班主任、教务主管、副校长的日常培训及考核；2. 负责大区教务部人员业务能力的深度培训、业务指导、业绩目标的盯对；3. 负责大区口碑业绩、续费业绩、耗课、增值项目等业绩的完成；4. 负责大区家长满意度的提升，以保证每年的续费率达到集团的目标要求，并减少退费率；任职要求：1.  大专及以上学历，有销售性质的工作经验；2.  K12体系工作3年及以上，有管理经验，管理团队10人及以上；3.  踏实肯干、吃苦耐劳、品质优良、有上进心；4.  沟通能力优秀。,教务+上海负责人,https://jobs.zhaopin.com/CC824378090J00295609102.htm,招1人,10K-15K
张江,上海,上海一里井会展服务有限公司,CZ261080420,民营,2019-07-15 10:58:54,本科,3-5年,职位描述：(1)撰写模块设计说明书及相关技术文档；(2)按计划完成产品模块代码的编写、测试和优化；(3)解决开发过程中的技术问题；(4)熟悉产品需求，设计，开发，实现，测试，上线的流程，快速理解、消化各方需求，落实具体的开发工作。任职要求：(1)三观正、悟性高、忠诚勤勉，做到知行合一(2)计算机、通信相关专业本科及以上学历；(3)3年以上编程开发经验，3年以上安卓与IOS平台开发经验优先；(4)能够独立开发，并能够从源码分析问题，有独立开发3个以上的上线APP经验者优先；(5)熟悉安卓框架，设计模式，多线程，自定义控件，算法，TCP/HTTP协议，有H5开发经验；(6)具有扎实的数据结构，算法基础，有良好的网络，多线程编程经验，熟练数据库操作；(7)熟练掌握开发及调试工具及版本控制工具；(8)较强的自学、逻辑思维、分析和解决问题能力；(9)较好的沟通表达能力和团队协作能力。(10) 工作弹性作息时间做六休一，星期一至星期五每天工作7.5个小时，星期六工作6个小时；公司根据行业实际情况长假期分布图，转正后享受每年假期含年假：7月份长假期7天，国庆节长假期7天，元旦长假期7天，春节长假期9天。不用为了光工作没有假期陪伴家庭，有假期，到处都是人海发愁。,急聘APP开发工程师,https://jobs.zhaopin.com/CC261080425J00353910703.htm,招5人,10K-15K
龙华,上海,上海正网信息技术有限公司,CZ369799280,民营,2019-07-15 10:05:06,本科,1-3年,"岗位职责1、负责销售在日常工作中所需的各种技术类相关支持。例如：技术售前交流、方案撰写（售前/售后/投标方案等）、产品测试和安装调试等工作；2、开展针对公司内部或最终用户的售前/售后培训；3、与厂商技术部门保持紧密沟通，了解最新的产品更新和技术方向的变化，学习和掌握产品线相关的***知识；4、收集相关竞争友商的产品信息、方案设计、技术优缺点等信息，完成产品、方案相关的对比工作；5、上门为客户做技术支持及现场调试、安装等；6、负责全国办公核心网络、接入层网络的管理维护；7、负责同客户进行技术交流，进行产品介绍演示，解答客户技术疑问，挖掘客户服务需求，参加投标宣讲，与客户建立良好的沟通和信任。任职资格1、计算机或通信工程等相关专业本科及以上学历，英语良好，CET4级以上；2、有1-2年Cisco、juniper产品实际操作经验，熟练Ciso、juniper等网络和安全系统的配置、调试及排错能力，可独立完成Cisco、juniper等网络项目；3、熟悉互联网接入方式：ADSL,EDSL,DDN,SDH,MSTP等；4、有大型网络项目方案设计和竞标经验；5、具有售后实施经验和项目管理经验；6、对网络有深刻认识，能够分析、比较其他厂商的技术和产品；7、拥有CCNP、CCIE证书者优先。注：薪资可面议！",网络工程师,https://jobs.zhaopin.com/CC369799289J00426940201.htm,招1人,6K-10K
田林,上海-闵行区,上海志行合力网络技术有限公司,CZ371594710,民营,2019-07-15 09:37:50,本科,1-3年,1、根据业务需求，负责用Python开发Web应用程序；2、软件开发测试和维护；3、有关技术文档的编写。任职要求1、本科及以上学历，计算机相关专业；2、有出色的独立工作能力及团队合作精神；3、有良好的沟通能力；4、基础知识扎实，学习能力强；5、熟练应用Python语言、Web开发框架和主流数据库；6、有项目开发经验者优先。,软件开发工程师,https://jobs.zhaopin.com/CC371594715J00299438308.htm,招1人,8K-10K
中原,上海-杨浦区,上海太和水环境科技发展股份有限公司,CZ340919830,股份制企业,2019-07-15 10:59:02,本科,无经验,主要职责：1、负责公司的票据收集、整理工作；2、凭证的录入、装订，报表的编制、打印等工作；3、负责组财务数据收集、整理和分析工作；4、会计档案管理工作；5、公司其他的财务相关工作。任职条件：1. 会计学、财务管理等相关专业本科以上学历；2. 对数字敏感且有强烈从事财务管理工作的意愿；3. 工作积极主动，有责任感；4. 了解基本的office软件操作。,财务实习生,https://jobs.zhaopin.com/CC340919834J00154891008.htm,招3人,2.5K-3.5K
,上海,上海凯莱英生物技术有限公司,CZ881836970,上市公司,2019-07-15 10:50:58,本科,1-3年,职责描述：1.  完成日常采购工作；2.  供应商管理现场考察；3.  收集采购延误和质量投诉，督促供应商改善解决；4.  驻厂监督订制原料供应商产品生产的各个流程，并反馈和协助解决质量问题。任职要求：1.  化学、化工、机械等理工科相关专业，本科及以上学历，英语四级以上；2.  具备很强的组织、协调、计划、分析、沟通能力，熟练使用各种办公软件；3.  品德端正、吃苦耐劳、有敬业精神，能接受前期天津总部培训者优先；4.  熟悉产品工艺知识及质量控制相关理论知识，有研发、生产经验的优先考虑，男女不限。5、有上海及周边地区生物医药类设备和材料供应商开发经验着优先6、可以尽快到岗者优先,采购专员/经理,https://jobs.zhaopin.com/CC881836970J00285858002.htm,招1人,6K-10K
